id,part,problem,details,cylinders,engine
100981,ROCKER COVERS,LEAKING,,"[2, 3, 4]",R
100982,ROCKER COVER,LEAKING,,[3],L
100983,INTAKE GASKET,LEAKING,,[3],R
100984,INTAKE GASKETS,LEAKING,,"[2, 3, 4]",L
100985,ROCKER COVER GASKETS,LEAKING,,"[2, 3]",L
100986,ROCKER COVER GASKETS,LEAKING,,"[2, 3]",R
100987,ROCKER COVER GASKET,LEAKING,,[4],
100988,ROCKER COVER GASKET,LEAKING,,[3],
100989,STARTER,INOP,,,
100990,ROCKER COVER GASKETS,LEAKING,,"[2, 4]",
101001,ROCKER COVERS,LEAKING,,"[2, 3]",L
101002,BAFFLE BRACKET,CRACKED,,,L
101003,ROCKER COVERS,LEAKING,,"[2, 4]",R
101004,ROCKER GASKETS,LEAKING,(ALL 4),,
101005,INTAKE GASKET,LEAKING,,[3],L
101006,INTAKE GASKET,LEAKING,,[3],R
101007,ENGINE,SHUTDOWN,WHEN THROTTLE WAS PULLED TO IDLE,,
101008,INTAKE,LEAKING,,[2],
101009,BAFFLE PLUG,BROKEN,,,R
101010,INTAKE,LEAKING,,[2],
101021,INTAKE GASKETS,LEAKING,,"[2, 4]",
101022,INTAKE,LEAKING,,[4],
101023,ROCKER COVER,DAMAGE,,[1],L
101024,ROCKER COVER,DAMAGE,,[1],L
101025,ROCKER COVER,DAMAGE,,[1],L
101026,ROCKER COVER,DAMAGE,,[1],L
101027,ROCKER COVER,DAMAGE,,[1],L
101028,ENGINE BAFFLE PLUGS,WORN,,,
101029,INTAKE GASKET,LEAKING,,[4],
101030,BAFFLE SPRING,BROKEN,,,L
101041,,BACK_FIRED,WHEN BROUGHT TO 1800 RPM,,L
101041,,DROP,RIGHT MAG,,R
101042,MIXTURE CONTROL,NOT,HITTING FULL RICH,,
101043,INTAKE,LEAKING,,[2],
101044,ROCKER COVER GASKET,LEAKING,,[2],
101045,ROCKER COVER GASKET,LEAKING,,[2],
101046,,VIBRATION,"W/ INCREASING POWER, NO EGT IND ON #3 C",,R
101047,INTAKE,LEAKING,,[2],
101048,REAR ENGINE BAFFLE SCREW,MISSING,,,R
101049,INTAKE,LEAKING,,[2],
101050,INTAKE I/B BOLT HOLE,DAMAGED,THREADS,[2],
101061,INTAKE GASKET,LEAKING,,[4],
101062,OIL SUMP SCREEN,DAMAGED,,,
101063,FWD BAFFLE,CRACKED,DIRECTLY BELOW ALTERNATOR MOUNT,,
101064,BAFFLE,CRACKED,,,R
101065,ROCKER COVER GASKET,LEAKING,,[2],R
101066,INTAKE,LEAKING,,[3],R
101067,ENGINE BAFFLE RIVET,BROKEN,,,R
101068,AFT BAFFLE,SHEARED,2 RIVETS,[4],
101069,OIL FILLER TUBE,LOOSE,,,
101070,CORNER PATCH,CRACKED,REAR ENGINE BAFFLE,,L
101081,,,IDLE OVERRIDE SPEED WAS 1300,,
101082,INTAKE,LEAKING,,[4],L
101083,CYL,COMPRESSION,CK LOW,[4],R
101084,ROCKER COVERS,LEAKING,,,R
101085,ROCKER COVERS,LEAKING,,"[1, 3]",L
101086,INTAKE,LEAKING,,[3],R
101087,SNIFFLER VALVES,DIRTY,,,
101088,BAFFLE SEAL RIVET,PULLED,THR,[3],
101089,INTAKE,LEAKING,,[4],
101090,,,"AFTER PERFORMING SIMULATED ENGINE FAILURE, SMOOTHLY APPLIED",,
101101,OIL,LEAK,EVIDENCE ON R/H SIDE OF ENGINE,,R
101102,BAFFLE SEAL,NEEDS,TO BE REATTACHED,,R
101103,BAFFLE BRACKET RIVETS,SHEARED,,,R
101104,INTAKE GASKET,LEAKING,,[4],
101105,ENGINE BAFFLE,CHAFED,ON CYLINDER,,L
101106,ENGINE BAFFLE SNAP PLUG TAB,BROKEN OFF,,,
101107,ROCKER COVER,LEAKING,,[1],
101108,ROCKER COVER GASKETS,LEAKING,,"[3, 4]",L
101109,INTAKE GASKET,LEAKING,,[3],R
101110,ROCKER COVER GASKETS,LEAKING,,"[1, 2, 4]",R
101121,IDLE MIXTURE,NEEDS,ADJUSTMENT,,
101122,IDLE MIXTURE,NEEDS,ADJUSTMENT,,
101123,IDLE MIXTURE,NEEDS,ADJUSTMENT,,
101124,INTAKE PIPE GASKET,LEAKING,,[2],
101125,ROCKER COVER,LEAKING,,[2],
101126,INTAKE,LEAKING,,[2],
101127,INTAKE,LEAKING,,[4],
101128,INTAKE,LEAKING,,[3],R
101129,INTAKE,LEAKING,,[3],L
101130,ROCKER COVER,LEAKING,,"[2, 3]",L
101141,BAFFLE,CRACKED,AFT OF #4 CYL,[4],
101142,BAFFLE,CRACKED,AFT OF #4 CYL,[4],
101143,BAFFLE,CRACKED,,,L
101144,INTAKE,LEAKING,,[4],
101145,BAFFLE PLUG,NEEDS,TO BE REPLACED,,L
101146,BAFFLE SPARK PLUG ACCESS BUTTON,WORN,,,R
101147,ROCKER COVER GASKET,LEAKING,,"[2, 3]",
101148,BAFFLE SCREW,LOOSE,AFT,[3],
101149,ROCKER COVER,LEAKING,,[4],
101150,DIPSTICK TUBE,LOOSE,,,
101161,AFT ALT MOUNTING BOLT,EATING,INTO SCROLL MOUNT,,
101162,,,EXCESSIVE END PLAY AT THROTTLE CABLE ATTACHMENT,,
101163,INTAKE,LEAKING,,[1],
101164,ROCKER COVERS,LEAKING,,"[2, 4]",
101165,ROCKER COVER,LEAKING,,[2],
101166,INDUCTION TUBE GASKET,LEAKING,,[3],
101167,INDUCTION TUBE GASKET,LEAKING,,[2],
101168,INTAKE,LEAKING,,[1],L
101169,INTAKES,LEAKING,,"[1, 2]",R
101170,INDUCTION TUBE GASKET,LEAKING,,[2],
101181,ROCKER COVER GASKET,LEAKING,,[3],
101182,BAFFLE SUPPORT,LOOSE,ON AFT COPILOT SIDE ENGINE BAFFLE,,
101185,BAFFLE,LOOSE,RUBBING ON OIL RETURN LINE,[3],R
101186,INTAKE,LEAKING,,[2],
101187,INTAKE,LEAKING,,[3],R
101188,BAFFLE SEAL,GONE,L/H FWD,,R
101189,BAFFLE,CRACKED,,,L
101190,PLUGS FOR ENG BAFFLING,WORN,,,
101201,ROCKER COVER GASKET,LEAKING,,[2],R
101202,INTAKE GASKET,LEAKING,,[3],R
101203,ROCKER COVER GASKETS,LEAKING,,"[3, 4]",L
101204,AFT UPPER BAFFLE SEAL,LOOSE,,[3],
101205,BAFFLE PLUGS,MISSING,TOO MANY TABS,,
101206,INTAKE GASKET,LEAKING,,[4],
101207,ROCKER COVER GASKET,LEAKING,,[4],
101208,SIDE BAFFLE PLUGS,MISSING,FINGERS,,
101209,ROCKER COVER GASKETS,LEAKING,,"[2, 4]",
101210,ROCKER GASKETS,LEAKING,,"[1, 2, 3]",L
101221,ROCKER COVERS,LEAKING,,"[2, 3, 4]",L
101222,ROCKER COVER GASKET,LEAKING,,[2],
101223,ROCKER COVERS,LEAKING,,"[2, 4]",R
101224,ENGINE BAFFLE,CRACK,LEFT SIDE,[3],
101225,ENGINE BAFFLE,CRACK,LEFT SIDE,[3],
101226,BAFFLE SEAL,REQUIRES,REPLACEMENT,,L
101227,ROCKER COVER,LEAKS,,[4],R
101228,INTAKES,LEAKING,,"[1, 4]",R
101229,ROCKER GASKET,LEAKING,,[3],L
101230,ROCKER COVERS,LEAKING,,"[2, 3]",R
101241,INTAKE,LEAKING,,"[3, 4]",
101242,ROCKER COVERS,LEAKING,,"[2, 3, 4]",
101243,RIVET,SHEARED,R/H AFT BAFFLE,,
101244,OIL RETURN LINES,LEAKING,,,R
101245,OIL RETURN LINES,LEAKING,,,R
101246,INTAKE,LEAKING,,[3],R
101247,INTAKE,LEAKING,,[4],L
101248,ROCKER COVER,LEAKING,,[3],L
101249,ROCKER COVERS,LEAKING,,"[2, 3]",R
101250,ROCKER COVER,LEAKING,,[3],
101261,OIL RETURN,LOOSE,CLAMPS ARE,,R
101262,BAFFLE,CRACKED,BY OIL COOLER,,R
101263,ROCKER COVER GASKET,LEAKING,,[3],L
101264,ROCKER COVER,MISSING,A SCREW,[3],
101265,ROCKER COVER,LEAKING,,[2],
101266,INTAKE,LEAKING,,[2],
101267,WIRING HOLDER,BROKEN,,[1],
101268,ROCKER COVER GASKET,LEAKING,,[3],
101269,INTAKE GASKET,LEAKING,,[4],
101270,INDUCTION TUBE GASKET,LEAKING,,[2],
101281,COWL SHOCK MOUNT,TORN,,[6],
101282,INTAKE,LEAKING,,[2],L/H
101283,ROCKER COVER,LEAKING,,[3],L/H
101284,ROCKER COVERS,LEAKING,,"[1, 3]",R/H
101285,ROCKER COVER GASKET,TORN,,[3],
101286,ENGINE BAFFLE PLUGS,DAMAGED,,,L/H & R/H
101287,INTAKE GASKET,LEAKING,,[4],L/H
101288,ROCKER COVER GASKET,LEAKING,,[3],L/H
101289,INTAKE TUBE,RUBBING,ON BAFFLE,[3],
101290,INTAKE TUBE,LEAKS,AT CYLINDER,[2],
101301,INTAKE,LEAKING,,[3],
101302,ROCKER COVER,LEAKING,,[3],
101303,ROCKER COVER GASKET,TORN,,[3],
101304,SIDE BAFFLE PLUGS,MISSING,FINGERS,,
101305,ROCKER COVERS,LEAKING,,"[2, 4]",L
101306,ROCKER COVER GASKETS,LEAKING,,"[2, 3]",
101307,INTAKE TUBE,LEAKING,AT CONNECTION POINT W/ OIL SUMP,[4],
101308,INTAKE TUBE,LEAKING,AT CONNECTION POINT W/ OIL SUMP,[4],
101309,UPPER BAFFLE SEAL,LOOSE,,,R
101310,ENGINE,RUNNING,ROUGH. ENGINE WAS FINE @ LOW ALTITUDES,,R
101321,ROCKER COVER GASKET,LEAKING,,[3],R
101322,INTAKE GASKET,LEAKING,,[1],
101323,ROCKER COVER GASKET,LEAKING,,[3],
101324,ROCKER COVER GASKET,LEAKING,,[2],
101325,RIVET,SHEARED,AFT,[3],
101326,ROCKER COVER GASKETS,LEAKING,,"[2, 4]",
101327,INTAKE TUBE FLANGE,LEAKING,"FUEL, CONNECTION BETWEEN T",[3],
101328,ROCKER COVER,LEAKING,,[1],
101329,RIVETS,MISSING,TOP BAFFLE BACK SIDE,,
101330,STAND OFF,BROKEN,,[1],
101341,BAFFLE SCREW,MISSING,,,R
101342,,WOULDN'T START,,,
101343,INTAKE,LEAKING,,[3],R
101344,INTAKE,LEAKING,,[2],
101345,ROCKER COVER,LEAKING,,[2],
101346,BAFFLE RIVET HEAD,SHEARED,,,R
101347,BAFFLE RIVET HEAD,SHEARED,,,R
101348,BAFFLE SEAL,LOOSE,,,R
101348,BAFFLE SEAL,LOOSE,,,L
101349,ROCKER COVER GASKETS,LEAKING,,"[2, 3, 4]",
101350,ROCKER GASKETS,LEAKING,,"[2, 3]",L
101361,ROCKER COVER,LEAKING,,[3],
101362,INTAKES,LEAKING,,"[2, 3]",L
101363,ROCKER COVER GASKET,LEAKING,,[2],R
101364,ROCKER COVERS,LEAKING,,"[2, 3]",L
101365,CARB HEAT BRACKET,LOOSE,,,L
101366,INTAKE GASKET,LEAKING,,[4],R
101367,ROCKER COVER,LEAKING,,[3],
101368,ROCKER COVER GASKET,LEAKING,,[1],
101369,MIXTURE,FAILS,RPM 200 RISE,,
101370,INTAKE GASKET,LEAKING,,[4],
101381,INDUCTION AIR FILTER,REPLACED,,,
101382,LOWER DEFLECTORS,CRACKED,,,
101383,BAFFLE ANTI-CHAFE STRIP,FELL OFF,,,
101384,INTAKE,LEAKING,,[3],
101385,AFT BAFFLE,CRACKED,,[3],R
101386,INTAKE GASKET,LEAKING,,[3],L
101387,INTAKE GASKETS,LEAKING,,"[2, 4]",R
101388,ROCKER GASKETS,LEAKING,,"[1, 2, 3, 4]",L
101389,ROCKER GASKETS,LEAKING,,,R
101390,ENGINE,DIRTY,,,
101401,ROCKER COVERS,LEAKING,,"[1, 2, 4]",
101402,INTAKE GASKET,LEAKING,,[3],
101403,ROCKER GASKET,LEAKING,,"[2, 3]",
101404,ROCKER COVER GASKET,LEAKING,,[3],
101405,ENGINE BAFFLE,,SUPPORT SECURED TO ENGINE CASE,[3],
101406,ROCKER COVER,LEAKING,,[3],L
101407,ROCKER COVER,LEAKING,,[2],R
101408,INTAKE GASKET,LEAKING,,[2],
101409,ROCKER COVER GASKET,LEAKING,,[1],
101410,ENGINE BAFFLE BRACKET,CRACKED,,,R
101421,IMPELLER,CONTACT,MAKING CONTACT W/ SCROLL,,
101422,INTAKE GASKET,LEAKING,,[2],R
101423,ROCKER COVER GASKET,LEAKING,,,L
101424,SUPPORT BRACKET,CRACKED,AFT UPPER SUPPORT BRACKET CRACKED ON BAFFLE,[4],L
101425,ROCKER COVER GASKETS,LEAKING,,[3],R
101426,ROCKER COVERS,LEAKING,,"[2, 4]",
101427,ROCKER COVER GASKET,LEAKING,,[3],
101428,ENGINE,LOST,LOST ABOUT 250 RPM,,
101429,ROCKER COVER GASKETS,LEAKING,,"[2, 4]",
101430,ENGINE,OVER,OVER RIDE SPEED WAS 1225 RPM,,
101441,ROCKER COVERS,LEAKING,,"[1, 3]",L
101442,BAFFLE WIRE HARNESS TAB,CRACKE,,[4],R
101443,ROCKER COVER,LEAKING,,[2],
101444,ROCKER COVER,LEAKING,,[4],
101445,INTAKE GASKET,LEAKING,,[2],
101446,ROCKER COVER SCREW,MISSING,,[1],
101447,INTAKE GASKET,LEAKING,,[2],
101448,ROCKER COVER GASKET,LEAKING,,[4],
101449,ROCKER COVERS,LEAKING,,"[2, 3]",
101450,EXHAUST VALVE PUSH ROD TUBE,LEAKIN,,[3],
101461,INTAKE,LEAKING,,[1],R
101462,INTAKE TUBE GASKET,LEAKING,,[2],L
101463,,,,,
101464,INTAKE GASKET,LEAKING,,[2],L
101465,ROCKER COVERS,LEAKING,,"[1, 2, 3, 4]",R
101466,ROCKER COVER GASKETS,LEAKING,,"[1, 3, 4]",L
101467,LWR INTAKE CLAMPS,LOOSE,,[1],
101468,ROCKER COVERS,LEAKING,,"[2, 3]",
101469,ENGINE BAFFLE,CRACK,AFT @ OIL COOLER,,R
101470,INTAKE,LEAKING,,[3],R
101481,RUBBER BAFFLE,RIPPED,FROM MOUNTIN,,R
101482,BAFFLE,CRACK,,,R
101483,INTAKE,LEAKING,,[4],
101484,ROCKER COVER,LEAKING,,[3],
101485,ROCKER COVER GASKET,TORN,,[1],
101486,INTAKE GASKET,LEAKING,,[4],
101487,ROCKER COVER GASKETS,LEAKING,,"[1, 3]",
101488,INTAKE,LEAKING,,[4],L
101489,INTAKE,LEAKING,,"[1, 4]",R
101490,ROCKER COVER SCREWS,LOOSE,,,
101501,ROCKER GASKETS,LEAKING,,"[2, 3, 4]",
101502,BAFFLE,CRACKED,,,R
101503,ROCKER COVER,LEAKING,,[1],
101504,BAFFLE,CRACK,,[2],
101505,INTAKE,LEAKING,,[4],
101506,INTAKE,LEAKING,,[2],
101507,ROCKER COVER,LEAKING,,[2],
101508,ROCKER COVER,LEAKING,,[3],
101509,ROCKER COVER GASKET,LEAKING,,[4],
101510,INTAKE GASKETS,LEAKING,,"[2, 4]",
101521,ROCKER COVER,LEAKING,,[3],
101522,ENGINE BAFFLE SCREW,MISSING,,,R
101523,INTAKE,LEAKING,,[4],R
101524,BAFFLE,CHAFING,ON MUFFLER SHROUD,,
101525,INTAKE,LEAKING,,[4],
101526,ROCKER COVER,LEAKING,,[1],
101527,ROCKER COVER,LEAKING,,[3],
101528,INTAKE GASKET,LEAKING,,[3],
101529,ROCKER COVER GASKET,LEAKING,,[4],
101530,BAFFLE SEAL,TORN,,[4],R
101541,,,,,
101542,ROCKER COVER GASKETS,LEAKING,,[4],
101543,BAFFLE BRACKET RIVET,SHEARED,OFF,,R
101544,BAFFLE,CRACK,,,L
101545,INTAKE,LEAKING,,[1],
101546,ROCKER COVER SCREWS,LOOSE,,,
101547,ADEL CLAMP,TORN,BY R/H ENGINE MOUNT,,R
101548,RIVNUT,STRIPPED,OUT ON FIREWALL FOR A/F FUEL FILTER,,
101549,ENGINE N1 RPM,INCREASE,3 TO 4% UNCOMMANDED,,L
101550,TABS,BROKEN,"OFF BAFFLE PLUGS, L/H & R/H SIDES",,
101561,,FLUCTUATING,"AFTER TAKEOFF, RPM'S WERE FLUCTUATING & ENGINE STARTED TO RU",,
101562,,LEAK,OIL LEAK NOTED ON FRONT ENGINE SECTION,,FRONT
101563,,LEAK,OIL LEAK NOTED ON FRONT ENGINE SECTION,,FRONT
101564,INTAKE GASKET,LEAKING,,[1],
101565,ROCKER COVERS,LEAKING,,"[2, 3, 4]",
101566,FWD BAFFLE,CHAFING,ON EXT SHROUD,,
101567,INTAKE GASKET,LEAKING,,[4],
101568,FWD ENGINE BAFFLE,CRACKED,BEHIND ALTERNATOR,,
101569,ROCKER COVER GASKETS,LEAKING,,"[1, 2]",
101570,REAR ENGINE BAFFLE SCREW,LOOSE,,,R
101581,,DROPPED,350 RPM,,L
101582,,DROPPED,350 RPM,,L
101583,INTAKE TUBE,LOOSE,,[1],
101584,ROCKER COVERS,LOOSE,SCREWS,,
101585,BAFFLE PLUG HOLE,ENLARGED,,[4],
101586,ROCKER COVER GASKET,LEAKING,,[2],
101587,INTAKE,LEAKING,,[4],
101588,INTAKE GASKET,LEAKING,,[32],
101589,ROCKER COVER GASKET,LEAKING,,[3],
101590,FWD BAFFLE,CRACKED,@ HEAT SHROUD AIR INTAKE,,
101601,BAFFLE,SHEARED,AFT I/B MOUNT RIVETS,[3],
101602,INTAKES,LEAKING,,"[3, 4]",
101603,INTAKE TUBE,LEAK,AT SUMP HAS POSSIBLE FUEL,[2],
101604,INTAKE,LEAKING,,[4],
101605,ROCKER COVER,LEAKING,,[1],
101606,ROCKER COVERS,LEAKING,,"[1, 2, 4]",
101607,BAFFLE SEAL,LOOSE,FWD,,R
101608,INTAKE,LEAKING,,[4],
101609,INTAKE GASKET,LEAKING,,[4],
101610,ROCKER COVER,LEAKING,,[2],
101621,BAFFLE PLUG,BROKEN,OFF,,
101622,INTAKE CYL GASKET,LEAKING,,[2],
101623,BAFFLE SEAL,LOOSE,,,R
101624,INTAKE GASKET,LEAKING,,[3],
101625,BAFFLE PLUG,NEEDS,TO BE REPLACED,,R
101626,INTAKE GASKETS,LEAKING,,"[4, 2]",
101627,INDUCTION TUBE GASKET,LEAKING,,[2],
101628,FORWARD BAFFLE SEAL,LOOSE,,,R
101629,,,,,
101630,,,,,
101641,INTAKE,LEAKING,,[4],
101642,ROCKER COVER,LEAKING,,[1],
101643,INDUCTION TUBE GASKET,LEAKING,,[2],
101644,,COMPRESSION,TEST WAS 35/80,[4],
101645,,COMPRESSION,TEST WAS 35/80,[4],
101646,,COMPRESSION,TEST WAS 35/80,[4],
101647,,COMPRESSION,TEST WAS 35/80,[4],
101648,FWD BAFFLE SEAL,LOOSE,,,R
101649,INTAKE TUBE,LEAKING,LEAK AT ATTACH POINT TO OIL SUMP,[4],
101650,INTAKE TUBE,LEAKING,LEAK AT ATTACH POINT TO OIL SUMP,[4],
101661,ENGINE BAFFLE,LOOSE,REAR SCREW,,R
101662,INTAKE,LEAKING,,[3],
101663,ENGINE BAFFLE,MISSING,FWD PLUG,,R
101664,INTAKE,LEAKING,,[4],
101665,ROCKER COVER,LEAKING,,[1],
101666,ROCKER COVER GASKETS,LEAKING,,"[2, 3, 4]",
101667,,FAILED,"OVERRIDE SPEED CHECK, RPM DROPPED TO 800 RPM & STABIL",,
101668,ROCKER COVER GASKETS,TORN,,"[2, 3]",
101669,INTAKE GASKET,LEAKING,,[2],
101670,,RPM,ENGINE WAS 1700,,
101681,ROCKER COVERS,LEAKING,,"[2, 3, 4]",R
101682,ROCKER COVERS,LEAKING,,"[1, 4]",L
101683,INTAKE,LEAKING,,[2],L
101684,ROCKER COVERS,LEAKING,,"[2, 4]",L
101685,ROCKER COVERS,LEAKING,,"[2, 4]",R
101686,,COMPRESSION,LOW,[3],R
101687,,COMPRESSION,LOW,[3],R
101688,,COMPRESSION,LOW,[3],R
101689,INTAKE TUBE,LEAKING,AT OIL SUMP,[3],
101690,INTAKE TUBE,LEAKING,AT OIL SUMP,[3],
101701,AIR DOOR,WORN,,,
101702,BAFFLE,CRACKED,,[1],
101703,INTAKE,LEAKING,,[4],
101704,ROCKER COVER GASKETS,LEAKING,,"[2, 3]",
101705,ROCKER COVER GASKET,LEAKING,,[2],
101706,BAFFLE,CRACKED,BY ENGINE MOUNT BOLT HOLE,,R
101707,BAFFLE BRACKET,CRACKED,,,
101708,INTAKE,LEAKING,,[2],
101709,ROCKER COVER SCREWS,LOOSE,,,
101710,STARTER,CUT OFF,DURING START UP,,
101721,EXHAUST VALVE,BAD,,[4],L
101722,FIRST STAGE COMPRESSOR ROTOR,HAS,1,,L
101723,TOP BAFFLE SEAL,LOOSE,,[2],
101724,INTAKE GASKET,LEAKING,,[3],
101725,ROCKER COVER GASKET,LEAKING,,[3],
101726,INTAKE TUBE,LEAKING,AROUND OIL SUMP CONNECTION AREA,[1],
101727,INTAKE TUBE,LEAKING,AROUND OIL SUMP CONNECTION AREA,[1],
101728,INTAKE GASKET,LEAKING,,[4],
101729,ROCKER GASKETS,LEAKING,,"[3, 4]",
101730,ENGINE,OVERSPEED,TO 2730 RPM FOR 1 SECOND,,
101741,ROCKER OIL RETURN LINE,CHAFING,,[1],
101742,ROCKER OIL RETURN LINE,CHAFING,,[1],
101743,ROCKER COVER GASKETS,LEAKING,,"[2, 4]",
101744,BAFFLE BUTTON PLUG,WORN,,,
101745,ROCKER COVER GASKET,TORN,,[3],
101746,INTAKE GASKET,LEAKING,,[2],
101747,ENGINE BAFFLE SEAL,HOLES,IN IT,,
101748,ROCKER COVER GASKET,LEAKING,,[3],
101749,ROCKER COVER GASKET,LEAKING,,[4],
101750,OIL COOLER LOWER BAFFLE SEAL,MISSING,,,
101761,ROCKER COVER GASKET,LEAKING,,[2],
101762,INTAKE GASKET,LEAKING,,[3],
101763,INTAKE,LEAKING,,[3],
101764,BAFFLE,BROKEN,SAFETY WIRE,,R
101765,BAFFLE,BROKEN,BUTTON PLUG IS,,L
101766,INTAKE,LEAKING,,[2],
101767,ROCKER COVERS,LEAKING,,"[1, 3, 4]",
101768,CASE HALVES,LEAKING,ON BOTTOM FWD PORTION,,
101769,INTAKE,LEAKING,,[1],
101770,BAFFLE SPRING,BROKEN,,,L
101781,PARTICLE SEPERATOR,GRASS,IN IT,,
101782,INTAKE,LEAKING,,[4],
101783,ENGINE BAFFLE,CRACKED,FWD LOWER,,
101784,ENGINE SIDE BAFFLE,CRACKED,,,R
101785,ROCKER COVER GASKET,LEAKING,,[2],
101786,BAFFLE,CRACKED,FORWARD NEAR ALTERNATOR,,
101787,BAFFLE BUTTONS,WORN,BOTH ENG,,
101788,ROCKER COVER SCREWS,LOOSE,& 1 MISSING,,
101789,INTAKE,LEAKING,,[4],
101790,ENGINE,ROUGH,"DURING CRUISE, ENGINE BECAME INCREDIBLY",,
101801,BAFFLE PLUG LOCK TABS,MISSING,,,L
101802,ROCKER COVER,LEAKING,,[3],
101803,INTAKE,LEAKING,,[2],
101804,ENGINE BAFFLE SEAL,LOOSE,,,R
101805,INDUCTION TUBE GASKET,LEAKING,,[2],
101806,ENGINE BAFFLE SUPPORT BRACKET RIVETS,BROKEN,,,R
101807,INTAKES,LEAKING,,"[2, 4]",
101808,INTAKE,LEAKING,ON R/H ENGINE,[3],
101809,INTAKES,LEAKING,ON L/H ENGINE,"[2, 3, 4]",
101810,BAFFLE SEAL,LOOSE,,,L
101821,INTAKE,LEAKING,,[2],
101822,INTAKE,LEAKING,,[2],
101823,ROCKER COVER,LEAKING,,[1],
101824,ROCKER COVER GASKETS,LEAKING,,"[3, 2]",
101825,AFT BAFFLE,CRACKED,,[4],
101826,ENGINE BAFFLE PLUG,DAMAGED,,,L
101827,INTAKE GASKET,LEAKING,,[4],R
101828,ROCKER COVER GASKETS,LEAKING,,"[2, 3, 4]",
101829,INTAKE GASKET,LEAKING,,[2],
101830,ROCKER COVER GASKET,LEAKING,,[4],
101841,SCREW,MISSING,ON #2 ROCKER COVER,[2],
101842,ROCKER COVER,LEAKING,,"[3, 4]",
101843,INTAKE GASKETS,LEAKING,,"[3, 1]",
101844,FWD BAFFLE CENTER,CRACK,,,
101845,FWD LOWER BAFFLE SEAL,LOOSE,,,
101846,INTAKE GASKET,LEAKING,,[2],
101847,ROCKER COVER GASKETS,LEAKING,,"[1, 2]",
101848,ENGINE BAFFLE,CRACKED,FROM HEAT AIR INTAKE DOWN,,L
101849,ROCKER COVER GASKET,LEAKING,,[2],
101850,ROCKER COVER GASKET,LEAKING,,[2],
101861,ROCKER COVER GASKETS,LEAKING,,"[3, 4]",
101862,INTAKE GASKET,LEAKING,,[3],
101863,SIDE BAFFLE,CRACKED,,[1],
101864,ROCKER GASKETS,LEAKING,,"[3, 4]",
101865,INTAKE TUBE,LEAKING,,[4],
101866,INTAKE,LEAKING,,[3],R
101867,,MISSING,HARDWARE,[2],L
101868,INTAKES,LEAKING,,"[2, 4]",R
101869,MUFFLER HEAT MUFF,CRACKED,,,
101870,,FAILS,MIXTURE CK - NO RPM RISE,,
101882,BAFFLE,CRACKED,,[3],
101883,INTAKE GASKETS,LEAKING,,"[2, 3]",
101884,VALVE COVERS,LEAKING,,,
101885,OIL COOLER,BROKEN,TO ENGINE LIFTING EYE BRACKET,,L
101886,LIFTING EYE BOLT,LEAKING,OIL,,R
101887,INTAKE,LEAKING,,[2],
101888,BAFFLE BRACE,NEEDS,TO BE REMOVED FOR CAN O,[4],R
101889,BAFFLE BRACE,NEEDS,TO BE REMOVED FOR CAN O,[4],R
101901,ROCKER COVER GASKET,LEAKING,,[4],
101902,,RPM,ENGINE RPM OF 2720,,
101903,ROCKER COVER GASKET,LEAKING,,[3],
101904,CRANKSHAFT SEAL,LEAKING,,,
101905,CRANKSHAFT SEAL,LEAKING,,,
101906,CRANKSHAFT SEAL,LEAKING,,,
101907,INTAKE GASKETS,LEAKING,,"[2, 4]",
101908,AFT BAFFLE SCREW,TIGHT,BAFFLE IS LOOSE,[3],
101909,INTAKE GASKET,LEAKING,,[4],
101910,ROCKER COVER GASKETS,LEAKING,,"[2, 3]",
101921,INTAKES,LEAKING,,"[1, 2, 4]",
101922,INTAKE GASKET,LEAKING,,[4],
101923,ROCKER COVER SCREWS,LOOSE,,"[2, 4]",
101924,BAFFLE PLUG HOLE,ELONGATED,,,L
101925,INTAKE GASKET,LEAKING,,[2],
101926,ROCKER COVER GASKET,LEAKING,,[3],
101927,ROCKER COVER GASKETS,LEAKING,,"[2, 4]",
101928,INTAKE,LEAKS,,[2],
101929,,COMPRESSION,LOW,[1],
101930,,COMPRESSION,LOW,[1],
101941,BAFFLING,CRACKED,,[4],R
101942,ROCKER COVER GASKET,LEAKING,,[3],
101943,COOLING BAFFLE CONNECTING ROD,BROKEN,,,L
101944,CYL COOLING BAFFLE,CONTACTING,OIL RETURN LINE,,R
101945,INTAKE GASKET,LEAKING,,[2],
101946,ROCKER COVER GASKETS,LEAKING,,"[2, 4]",
101947,FWD CENTER ENG BAFFLE,CRACKED,,,
101948,ROCKER COVER GASKETS,LEAKING,,"[2, 3, 4]",
101949,ROCKER COVER,LEAKING,,[2],
101950,REAR BAFFLE,MISSING,HARDWARE,,R
101961,ENG BAFFLE,CRACKED,AT CORNER,,L
101962,INTAKE GASKET,LEAKING,,[2],
101963,ROCKER COVER SCREW,WON'T TIGHTEN,,[4],
101964,INTAKES,LEAKING,,"[2, 3]",L
101965,INTAKE TUBE,DAMAGED,,[1],
101966,INTAKE,LEAKING,,[4],L
101967,INTAKE,LEAKING,,"[3, 2]",L
101968,INTAKES,LEAKING,,"[2, 3, 4]",
101969,INTAKE GASKET,LEAKING,,[2],
101970,ROCKER COVER GASKET,LEAKING,,[1],
101981,ROCKER COVER GASKET,LEAKING,,[3],
101982,COOLING BAFFLING RIVETS,SHEARED,,,R
