id,action,part,cyl,engine
100847,REPLACED,INTAKE GASKET,,
100848,,,,
100849,REPLACED,SCREW,,
100850,REPLACED,ROCKER COVER GASKET,,
100851,REPLACED,L/H BAFFLE TIE ROD,,
100852,SECURED,,,
100853,,,,
100854,REPLACED,,,
100855,,,,
100856,,,,
100857,,,,
100858,,,,
100859,REPLACED,ROCKER COVER GASKET,3 2,
100860,,,,
100861,REPLACED,ROCKER COVER GASKET,,
100862,REPLACED,INTAKE GASKET,,
100863,REPLACED,ROCKER COVER GASKET,,
100864,REPLACED,,,
100865,,,,
100866,REPLACED,GASKET,,
100867,REPLACED,GASKET,,
100868,REPLACED,INTAKE GASKET,,
100869,,,,
100870,REPLACED,ROCKER COVER GASKET,,
100871,REPLACED,BAFFLE SPRING,,
100872,,,,
100873,,,,
100874,,,,
100875,,,,
100876,,,,
100877,REPLACED,GASKET,,
100878,REPLACED,GASKET,,
100879,REPLACED,GASKET,,
100880,REPLACED,BAFFLE SPRING,,
100881,,,,
100882,REPLACED,INTAKE GASKET,,
100883,REPLACED,INTAKE GASKET,,
100884,REPLACED,INTAKE GASKET,,
100885,REPLACED,,,
100886,REPLACED,GASKET,,
100887,REPLACED,INTAKE GASKET,2,
100888,SECURED,BAFFLE SEAL,,
100889,REPLACED,L/H ENGINE #2 ROCKER COVER GASKET,,
100890,,,,
100891,,,,
100892,,,,
100893,REPLACED,INTAKE GASKET,,
100894,,,,
100895,SECURED,SEAL,,
100896,REPLACED,,,
100897,REPLACED,,,
100898,REPLACED,GASKET,,
100899,REPLACED,GASKET,,
100900,REPLACED,ROCKER COVER GASKET,2 1,
100901,REPLACED,GASKET,,
100902,REPLACED,BAFFLE SEAL,,
100903,STOP DRILLED,CRACK,,
100904,REPLACED,INTAKE GASKET,,
100905,REPLACED,ROCKER COVER GASKET,2,
100906,REPLACED,INTAKE GASKET,4,
100907,REPLACED,ROCKER COVER GASKET,4,
100908,,,,
100909,,,,
100910,,,,
100911,,,,
100912,REPLACED,GASKET,,
100913,,,,
100914,,,,
100915,,,,
100916,,,,
100917,,,,
100918,,,,
100919,REPLACED,ROCKER COVER GASKET,,
100920,,,,
100921,,,,
100922,REPLACED,ROCKER COVER GASKET,4 2,
100923,REPLACED,GASKET,,
100924,REPLACED,GASKET,,
100925,REPLACED,INTAKE GASKET ON R/H ENGINE,4,
100926,,,,
100927,REPLACED,INTAKE GASKET,,
100928,REPLACED,GASKET,,
100929,,,,
100930,REPLACED,ROCKER COVER GASKET,4 1,
100931,REPLACED,GASKET,,
100932,REPLACED,ROCKER COVER GASKET,,
100933,REPLACED,INTAKE GASKET,3,
100934,REPLACED,ROCKER COVER GASKET,4,
100935,,,,
100936,REPLACED,GASKET,,
100937,REPLACED,GASKET,,
100938,REPLACED,ROCKER COVER GASKET,3,
100939,,,,
100940,,,,
100941,REPLACED,,4,
100942,,,,
100943,REPLACED,SCREW,,
100944,REPLACED,INTAKE GASKET,,
100945,REPLACED,BAFFLE SEAL,,
100946,REPLACED,GASKET,,
100947,,,,
100948,REPLACED,LOOSE RIVET,,
100949,STOP DRILLED,CRACK,,
100950,REPLACED,ROCKER COVER GASKET,,
100951,REPLACED,ROCKER COVER GASKET,,
100952,,,,
100953,REPLACED,GASKET,,
100954,,,,
100955,,,,
100956,REPLACED,ROCKER COVER GASKET,2,
100957,SECURED,LOOSE BAFFLE SCREW,,
100958,TIGHTENED,ALL ROCKER COVER SCREW,,
100959,REPLACED,GASKET,,
100960,,,,
100961,REPLACED,GASKET,,
100962,REPLACED,GASKET,,
100963,REPLACED,GASKET,3 2,
100964,REPLACED,,,
100965,TIGHTENED,BAFFLE SEAL,,
100966,SECURED,BAFFLE SEAL,,
100967,REPLACED,GASKET,,
100968,REPLACED,INTAKE GASKET,,
100969,,,,
100970,REPLACED,SCREW,,
100971,REPLACED,ROCKER COVER GASKET,1,
100972,REPLACED,GASKET,,
100973,REPLACED,GASKET,,
100974,REPLACED,TIE ROD,,
100975,REPLACED,MISSING PLUG,,
100976,,,,
100977,REPLACED,INTAKE GASKET,1,
100978,REPLACED,INTAKE GASKET,,
100979,TIGHTENED,BAFFLE SUPPORT ROD,,
100980,REPLACED,INTAKE GASKET,,
100981,REPLACED,ROCKER COVER GASKET,,
100982,REPLACED,ROCKER COVER GASKET,,
100983,REPLACED,INTAKE GASKET,,
100984,REPLACED,INTAKE GASKET,,
100985,REPLACED,GASKET,,
100986,REPLACED,ROCKER COVER GASKET,,
100987,REPLACED,ROCKER COVER GASKET,4,
100988,REPLACED,ROCKER COVER GASKET,,
100989,REPLACED,,,
100990,REPLACED,GASKET,,
100991,,,,
100992,,,,
100993,REPLACED,GASKET,,
100994,REPLACED,SEALS & LOCK WASHER,,
100995,,,,
100996,REPLACED,GASKET,,
100997,REPLACED,GASKET,,
100998,,,,
100999,REPLACED,INTAKE GASKET,3,
101000,REPLACED,INTAKE GASKET,,
101001,REPLACED,GASKET,,
101002,REPLACED,BRACKET,,
101003,,,,
101004,REPLACED,ALL 4 ROCKER COVER GASKET,,
101005,REPLACED,L/H ENGINE #3 INTAKE GASKET,,
101006,REPLACED,INTAKE GASKET ON R/H ENGINE,3,
101007,,,,
101008,REPLACED,GASKET,,
101009,,,,
101010,,,,
101011,,,,
101012,STOP DRILLED,CRACK,,
101013,REPLACED,ROCKER GASKET,,
101014,REPLACED,ROCKER COVER GASKET,,
101015,,,,
101016,,,,
101017,REPLACED,BAFFLE,,
101018,REPLACED,SCREW & BARREL NUT,,
101019,REPLACED,GASKET,,
101020,REPLACED,GASKET,,
101021,REPLACED,INTAKE GASKET,,
101022,REPLACED,GASKET,,
101023,,,,
101024,,,,
101025,,,,
101026,,,,
101027,,,,
101028,REPLACED,BAFFLE PLUG,,
101029,REPLACED,INTAKE GASKET,4,
101030,REPLACED,BAFFLE SPRING,,
101031,,,,
101032,,,,
101033,REPLACED,,,
101034,STOP DRILLED,CRACK,,
101035,SECURED,BAFFLE SEAL,,
101036,,,,
101037,,,,
101038,,,,
101039,,,,
101040,,,,
101041,,,,
101042,,,,
101043,REPLACED,INTAKE GASKET,,
101044,REPLACED,ROCKER COVER GASKET,,
101045,REPLACED,ROCKER COVER GASKET,2,
101046,,,,
101047,REPLACED,INTAKE GASKET,2,
101048,,,,
101049,REPLACED,GASKET,,
101050,,,,
101051,,,,
101052,REPLACED,GASKET,,
101053,,,,
101054,REPLACED,ROCKER GASKET,,
101055,SECURED,& SAFETIED DIPSTICK TUBE,,
101056,REPLACED,,,
101057,,,,
101058,,,,
101059,STOP DRILLED,CRACK,,
101060,,,,
101061,REPLACED,GASKET,,
101062,REPLACED,,,
101063,STOP DRILLED,CRACK,,
101064,STOP DRILLED,CRACK,,
101065,REPLACED,GASKET,,
101066,REPLACED,INTAKE GASKET ON R/H ENGINE,3,
101067,,,,
101068,,,,
101069,TIGHTENED,,,
101070,,,,
101071,TIGHTENED,& SAFETIED ALTERNATOR BRACKET BOLT,,
101072,REPLACED,GASKET,,
101073,REPLACED,PLUG,,
101074,REPLACED,COVER,,
101075,REPLACED,INTAKE GASKET,3 1,
101076,REPLACED,ROCKER COVER GASKET,2,
101077,REPLACED,INTAKE GASKET,,
101078,,,,
101079,,,,
101080,REPLACED,BAFFLE,,
101081,,,,
101082,REPLACED,GASKET,,
101083,,,,
101084,REPLACED,ALL ROCKER COVER GASKET,,
101085,REPLACED,ROCKER COVER GASKET,,
101086,REPLACED,GASKET,,
101087,CLEANED,SNIFFLER VALVE,,
101088,FASTENED,BAFFLE,,
101089,REPLACED,INTAKE GASKET,,
101090,,,,
101091,REPLACED,GASKET,,
101092,REPLACED,INTAKE GASKET,2,
101093,,,,
101094,,,,
101095,,,,
101096,REPLACED,ROCKER COVER GASKET,,
101097,REPLACED,GASKET,,
101098,REPLACED,PLUG,,
101099,REPLACED,ROCKER COVER GASKET,,
101100,,,,
101101,,,,
101102,REPLACED,BAFFLE SEAL,,
101103,,,,
101104,REPLACED,GASKET,,
101105,REPLACED,AFT BAFFLE,4,L/H
101106,,,,
101107,REPLACED,ROCKER COVER GASKET,1,
101108,REPLACED,ROCKER GASKET,,
101109,REPLACED,INTAKE GASKET,3,
101110,REPLACED,R/H ENGINE ROCKER COVER GASKET,,
101111,REPLACED,INTAKE GASKET,,
101112,REPLACED,GASKET,,
101113,REPLACED,GASKET,,
101114,,,,
101115,REPLACED,INTAKE GASKET,,
101116,REPLACED,INTAKE GASKET,,
101117,REPLACED,INTAKE GASKET,3,
101118,REPLACED,INTAKE GASKET,,
101119,,,,
101120,,,,
101121,,,,
101122,,,,
101123,,,,
101124,REPLACED,INTAKE GASKET,,
101125,REPLACED,ROCKER COVER GASKET,2,
101126,REPLACED,GASKET,,
101127,REPLACED,GASKET,,
101128,REPLACED,GASKET,,
101129,REPLACED,INTAKE GASKET,,
101130,REPLACED,ROCKER COVER GASKET,,
101131,REPLACED,ROCKER COVER GASKET,3 2,
101132,REPLACED,,,
101133,REPLACED,ROCKER COVER GASKET,,
101134,REPLACED,GASKET,,
101135,REPLACED,GASKET,2 1,
101136,,,,
101137,REPLACED,INTAKE GASKET,4,
101138,,,,
101139,STOP DRILLED,CRACK,,
101140,,,,
101141,,,,
101142,,,,
101143,STOP DRILLED,CRACK,,
101144,REPLACED,INTAKE GASKET,4,
101145,REPLACED,BAFFLE PLUG,,
101146,REPLACED,,,
101147,REPLACED,BOTH ROCKER COVER GASKET,,
101148,,,,
101149,REPLACED,ROCKER COVER GASKET,,
101150,TIGHTENED,DIPSTICK TUBE,,
101151,,,,
101152,REPLACED,ROCKER COVER GASKET,,
101153,,,,
101154,,,,
101155,REPLACED,ROCKER GASKET,,
101156,REPLACED,SPARK PLUG BAFFLE PLUG,,
101157,REPLACED,INTAKE GASKET ON R/H ENGINE,3,
101158,REPLACED,INTAKE GASKET ON L/H ENGINE,4,
101159,REPLACED,BAFFLE SPRING,,
101160,,,,
101161,,,,
101162,,,,
101163,REPLACED,GASKET,,
101164,REPLACED,GASKET,,
101165,REPLACED,ROCKER COVER GASKET,2,
101166,,,,
101167,,,,
101168,REPLACED,INTAKE GASKET,,
101169,REPLACED,INTAKE GASKET,,
101170,,,,
101171,,,,
101172,,,,
101173,REPLACED,ROCKER COVER GASKET,2,
101174,,,,
101175,TIGHTENED,,,
101176,REPLACED,ROCKER COVER GASKET,,
101177,REPLACED,ROCKER COVER GASKET,,
101178,REPLACED,,,
101179,REPLACED,,,
101180,,,,
101181,REPLACED,ROCKER COVER GASKET,2,
101182,,,,
101183,,,,
101184,,,,
101185,,,,
101186,REPLACED,INTAKE GASKET,,
101187,REPLACED,GASKET,,
101188,,,,
101189,REPLACED,L/H SIDE BAFFLE,,
101190,REPLACED,BOTH PLUG,,
101191,REPLACED,ROCKER COVER GASKET,3,
101192,,,,
101193,STOP DRILLED,CRACK,,
101194,TORQUED,SCREW,,
101195,REPLACED,PLUG,,
101196,REPLACED,GASKET,,
101197,,,,
101198,REPLACED,,4 2,
101199,REPLACED,ROCKER COVER GASKET,,
101200,,,,
101201,REPLACED,GASKET,,
101202,REPLACED,INTAKE GASKET,,
101203,REPLACED,ROCKER COVER GASKET,,
101204,SECURED,BAFFLE SEAL,,
101205,,,,
101206,REPLACED,GASKET,,
101207,REPLACED,GASKET,,
101208,REPLACED,PLUG,,
101209,REPLACED,ROCKER COVER GASKET,,
101210,REPLACED,ROCKER GASKET,,
101211,REPLACED,INTAKE GASKET,4,
101212,REPLACED,,,
101213,ATTACHED,R/H REAR BAFFLE,,
101214,REPLACED,GASKET,,
101215,REPLACED,ROCKER GASKET,3,
101216,REPLACED,ROCKER COVER GASKET,4 2,
101217,,,,
101218,REPLACED,GASKET,,
101219,REPLACED,,,
101220,REPLACED,ROCKER COVER GASKET,,
101221,REPLACED,ROCKER COVER GASKET,,
101222,REPLACED,ROCKER COVER GASKET,,
101223,TIGHTENED,ALL ROCKER COVER,,
101224,,,,
101225,,,,
101226,REPLACED,BAFFLE SEAL,,
101227,REPLACED,R/H ENGINE #4 ROCKER COVER GASKET,,
101228,REPLACED,R/H ENGINE #1 & 4 INTAKE GASKET,,
101229,REPLACED,L/H ENGINE #3 ROCKER COVER GASKET,,
101230,REPLACED,,,
101231,,,,
101232,REPLACED,,4,
101233,SECURED,BAFFLE SEAL,,
101234,REPLACED,GASKET,,
101235,REPLACED,BAFFLE TIE ROD,,
101236,REPLACED,GASKET,,
101237,REPLACED,BAFFLE SEAL,,
101238,REPLACED,INTAKE GASKET,,
101239,REPLACED,,,
101240,,,,
101241,REPLACED,GASKET,,
101242,REPLACED,GASKET,,
101243,,,,
101244,,,,
101245,TIGHTENED,CLAMP,,
101246,REPLACED,GASKET,,
101247,REPLACED,GASKET,,
101248,REPLACED,GASKET,,
101249,REPLACED,GASKET,,
101250,REPLACED,GASKET,,
101251,REPLACED,INTAKE GASKET,,
101252,REPLACED,ROCKER COVER GASKET,,
101253,REPLACED,BUTTON PLUG,,
101254,,,,
101255,,,,
101256,REPLACED,INTAKE GASKET,,
101257,REPLACED,ROCKER GASKET,,
101258,REPLACED,CRACKED BAFFLE,,
101259,REPLACED,ROCKER COVER GASKET,,
101260,REPLACED,INTERCYLINDER BAFFLE ROD,,
101261,TIGHTENED,CLAMP,,
101262,,,,
101263,REPLACED,ROCKER COVER GASKET,3,L/H
101264,,,,
101265,REPLACED,GASKET,,
101266,REPLACED,INTAKE GASKET,2,
101267,REPLACED,ANCHOR STAND ASSY,,
101268,REPLACED,GASKET,,
101269,REPLACED,GASKET,,
101270,REPLACED,GASKET,,
101271,,,,
101272,REPLACED,GASKET,,
101273,REPLACED,ROCKER COVER GASKET,,
101274,REPLACED,GASKET,,
101275,REPLACED,ROCKER COVER GASKET,,
101276,REPLACED,,,
101277,REPLACED,,3 2 1,L/H
101278,REPLACED,,,
101279,REPLACED,GASKET,,
101280,REPLACED,GASKET,,
101281,REPLACED,,,
101282,REPLACED,INTAKE GASKET,2,
101283,REPLACED,ROCKER GASKET,3,
101284,REPLACED,ROCKER GASKET,,
101285,REPLACED,ROCKER COVER GASKET,,
101286,REPLACED,L/H & R/H ENGINE BAFFLE PLUG,,
101287,REPLACED,GASKET,,
101288,REPLACED,GASKET,,
101289,,,,
101290,REPLACED,INTAKE TUBE GASKET & SEAL,,
101291,TIGHTENED,,,
101292,REPLACED,INTAKE GASKET,,
101293,REPLACED,ROCKER COVER GASKET,,
101294,,,,
101295,REPLACED,INTAKE GASKET,,
101296,REPLACED,ROCKER COVER GASKET,,
101297,,,,
101298,,,,
101299,,,,
101300,REPLACED,ROCKER COVER GASKET,2,
101301,REPLACED,GASKET,,
101302,REPLACED,GASKET,,
101303,REPLACED,ROCKER COVER GASKET,,
101304,REPLACED,PLUG,,
101305,REPLACED,ROCKER COVER GASKET,,
101306,REPLACED,ROCKER COVER GASKET,,
101307,CLEANED,,,
101308,,,,
101309,SECURED,BAFFLE SEAL,,
101310,,,,
101311,STOP DRILLED,CRACK ON BAFFLE,,
101312,REPLACED,ROCKER COVER GASKET,,
101313,,,,
101314,,,,
101315,,,,
101316,REPLACED,LEFT REAR BAFFLE ON R/H ENGINE,,
101317,REPLACED,GASKET,,
101318,REPLACED,ROCKER GASKET,,
101319,REPLACED,INTAKE GASKET,,
101320,REPLACED,ROCKER COVER GASKET,3,
101321,REPLACED,ROCKER COVER GASKET,3,
101322,REPLACED,GASKET,,
101323,REPLACED,GASKET,,
101324,REPLACED,ROCKER COVER GASKET,,
101325,REPLACED,RIVET,,
101326,REPLACED,ROCKER COVER GASKET,,
101327,,,,
101328,REPLACED,ROCKER COVER BRACKET,,
101329,,,,
101330,REPLACED,,,
101331,REPLACED,ROCKER COVER GASKET,,
101332,STOP DRILLED,CRACK IN FWD R/H ENGINE BAFFLE,,
101333,REPLACED,INTAKE GASKET,2 1,
101334,REPLACED,INTAKE GASKET,,
101335,REPLACED,ROCKER COVER GASKET,,
101336,REPLACED,GASKET,,
101337,STOP DRILLED,CRACK,,
101338,REPLACED,ROCKER COVER GASKET,,
101339,,,,
101340,,,,
101341,REPLACED,SCREW,,
101342,,,,
101343,REPLACED,INTAKE GASKET ON R/H ENGINE,3,
101344,REPLACED,GASKET,,
101345,REPLACED,GASKET,,
101346,,,,
101347,,,,
101348,SECURED,R/H & L/H BAFFLE SEAL,,
101349,REPLACED,ROCKER COVER GASKET,,
101350,REPLACED,ROCKER COVER GASKET,,
101351,REPLACED,ROCKER COVER GASKET,,
101352,REPLACED,ROCKER COVER GASKET,,
101353,REPLACED,ROCKER COVER GASKET,,
101354,REPLACED,GASKET,,
101355,REPLACED,INTAKE GASKET,,
101356,REPLACED,GASKET,,
101357,REPLACED,INTAKE GASKETS ON R/H ENGINE,,
101358,REPLACED,ROCKER GASKET,,
101359,REPLACED,INTAKE GASKET,,
101360,REPLACED,ROCKER COVER GASKET,,
101361,REPLACED,ROCKER COVER GASKET,3,
101362,REPLACED,GASKET,,
101363,REPLACED,GASKET,,
101364,REPLACED,GASKET,,
101365,REPLACED,LOOSE RIVET,,
101366,REPLACED,INTAKE GASKET,,
101367,,,,
101368,REPLACED,ROCKER COVER GASKET,,
101369,,,,
101370,REPLACED,INTAKE GASKET,,
101371,,,,
101372,REPLACED,GASKET,,
101373,REPLACED,GASKET,,
101374,STOP DRILLED,CRACK ON AFT BAFFLE,,
101375,REPLACED,ROCKER COVER GASKET,,
101376,,,,
101377,,,,
101378,,,,
101379,,,,
101380,,,,
101381,,,,
101382,,,,
101383,CLEANED,,,
101384,REPLACED,INTAKE GASKET,,
101385,STOP DRILLED,CRACK,,
101386,REPLACED,INTAKE GASKET,,
101387,REPLACED,INTAKE GASKET,,
101388,REPLACED,ALL ROCKER COVER GASKET,,
101389,REPLACED,ALL ROCKER COVER GASKET,,
101390,,,,
101391,REPLACED,ROCKER COVER GASKET,,
101392,REPLACED,GASKET,,
101393,REPLACED,ROCKER COVER GASKET,,
101394,REPLACED,GASKET,,
101395,,,,
101396,REPLACED,INTAKE GASKET,3,
101397,TIGHTENED,SCREW,,
101398,CLEANED,ENGINE,,
101399,REPLACED,GASKET,,
101400,,,,
101401,REPLACED,GASKET,,
101402,REPLACED,GASKET,,
101403,REPLACED,GASKET,,
101404,REPLACED,ROCKER COVER GASKET,,
101405,REPLACED,,,
101406,REPLACED,GASKET,,
101407,REPLACED,ROCKER COVER GASKET,,
101408,REPLACED,GASKET,,
101409,REPLACED,ROCKER COVER GASKET,,
101410,,,,
101411,,,,
101412,REPLACED,ROCKER COVER GASKET,,
101413,,,,
101414,STOP DRILLED,FWD BAFFLE,1,
101415,REPLACED,ROCKER COVER GASKET,3,
101416,,,,
101417,,,,
101418,STOP DRILLED,CRACK,,
101419,REPLACED,GASKET,,
101420,REPLACED,GASKET,,
101421,,,,
101422,REPLACED,GASKET,,
101423,REPLACED,GASKET,,
101424,REPLACED,BRACKET,,
101425,REPLACED,,3 1,R/H
101426,REPLACED,GASKET,,
101427,REPLACED,GASKET,,
101428,,,,
101429,REPLACED,ROCKER COVER GASKET,,
101430,,,,
101431,REPLACED,GASKET,,
101432,REPLACED,EXT GASKET,,
101433,REPLACED,,,
101434,REPLACED,GASKET,,
101435,REPLACED,INTAKE GASKET,3 1,L/H
101436,REPLACED,LH/ ENG ROCKER COVER GASKET,,
101437,REPLACED,,,
101438,REPLACED,INTAKE GASKET,,
101439,,,,
101440,REPLACED,,3 2,
101441,REPLACED,ROCKER COVER GASKET,3 1,L/H
101442,,,,
101443,REPLACED,ROCKER COVER,,
101444,REPLACED,ROCKER COVER GASKET,,
101445,REPLACED,GASKET,,
101446,,,,
101447,REPLACED,INTAKE GASKET,,
101448,REPLACED,ROCKER COVER GASKET,,
101449,REPLACED,ROCKER COVER GASKET,,
101450,CLEANED,,,
101451,,,,
101452,REPLACED,GASKET,,
101453,REPLACED,INTAKE GASKET,,
101454,REPLACED,ROCKER COVER GASKET,,
101455,,,,
101456,,,,
101457,,,,
101458,,,,
101459,,,,
101460,,,,
101461,REPLACED,INTAKE GASKET,,
101462,,,,
101463,,,,
101464,REPLACED,INTAKE GASKET,2,L/H
101465,REPLACED,R/H ENG ROCKER COVER GASKET,,
101466,REPLACED,,4 3 1,L/H
101467,,,,
101468,REPLACED,GASKET,,
101469,STOP DRILLED,CRACK,,
101470,REPLACED,INTAKE GASKET ON R/H ENGINE,3,
101471,,,,
101472,REPLACED,ROCKER COVER GASKET,,
101473,REPLACED,ROCKER COVER GASKET,,
101474,REPLACED,ROCKER COVER GASKET,2,
101475,,,,
101476,REPLACED,ROCKER COVER GASKET,,
101477,REPLACED,INTAKE GASKET,,
101478,REPLACED,ROCKER COVER GASKET,4 2,
101479,REPLACED,INTAKE GASKET,,
101480,REPLACED,ROCKER COVER GASKET,,
101481,,,,
101482,STOP DRILLED,CRACK,,
101483,REPLACED,,4,
101484,REPLACED,ROCKER COVER GASKET,3,
101485,REPLACED,ROCKER COVER GASKET,,
101486,REPLACED,INTAKE GASKET,,
101487,REPLACED,ROCKER COVER GASKET,,
101488,REPLACED,GASKET,,
101489,REPLACED,GASKET,,
101490,TIGHTENED,ALL SCREW,,
101491,STOP DRILLED,CRACK,,
101492,,,,
101493,REPLACED,GASKET,,
101494,REPLACED,ROCKER COVER GASKET,3,
101495,REPLACED,,3 1,R/H
101496,,,,
101497,TIGHTENED,SCREW,,
101498,,,,
101499,REPLACED,GASKET,,
101500,REPLACED,GASKET,,
101501,REPLACED,GASKET,,
101502,,,,
101503,REPLACED,ROCKER COVER GASKET,,
101504,STOP DRILLED,CRACK,,
101505,REPLACED,GASKET,,
101506,REPLACED,INTAKE GASKET,2,
101507,REPLACED,ROCKER COVER GASKET,2,
101508,REPLACED,ROCKER COVER GASKET,3,
101509,REPLACED,ROCKER COVER GASKET,,
101510,REPLACED,GASKET,,
101511,TIGHTENED,TIE ROD,,
101512,,,,
101513,REPLACED,INTAKE GASKET,,
101514,REPLACED,INTAKE GASKET,,
101515,STOP DRILLED,CRACK,,
101516,REPLACED,INTAKE GASKET,2,
101517,REPLACED,ROCKER COVER GASKET,,
101518,STOP DRILLED,CRACK,,
101519,REPLACED,ROCKER COVER GASKET,,
101520,STOP DRILLED,CRACK,,
101521,REPLACED,GASKET,,
101522,,,,
101523,REPLACED,INTAKE GASKET ON R/H ENGINE,4,
101524,,,,
101525,REPLACED,INTAKE GASKET,,
101526,REPLACED,ROCKER COVER GASKET,1,
101527,REPLACED,ROCKER COVER GASKET,3,
101528,REPLACED,INTAKE GASKET,3,
101529,REPLACED,ROCKER COVER GASKET,4,
101530,REPLACED,BAFFLE SEAL,,
101531,REPLACED,GASKET,,
101532,SECURED,BAFFLE TIE ROD,,
101533,REPLACED,L/H ENG INTAKE GASKET,3,
101534,REPLACED,INTAKE GASKET,2,R/H
101535,,,,
101536,REPLACED,INTAKE GASKET,,
101537,REPLACED,BAFFLE SEAL,,
101538,REPLACED,BAFFLE SEAL,,
101539,REPLACED,ADEL CLAMP,,
101540,REPLACED,ROCKER COVER GASKET,,
101541,,,,
101542,REPLACED,ROCKER COVER GASKET,,
101543,,,,
101544,STOP DRILLED,CRACK,,
101545,REPLACED,INTAKE GASKET,,
101546,TIGHTENED,SCREW,,
101547,REPLACED,CLAMP,,
101548,REPLACED,,,
101549,,,,
101550,REPLACED,L/H & R/H BAFFLE PLUG,,
101551,,,,
101552,REPLACED,BAFFLE,,
101553,REPLACED,INTAKE GASKET,2,L/H
101554,SECURED,BAFFLE SEAL BACK ON ENGINE BAFFLE,,
101555,SECURED,BAFFLE SEAL BACK ON ENGINE BAFFLE,,
101556,REPLACED,GASKET,,
101557,,,,
101558,,,,
101559,,,,
101560,REPLACED,RIVET,,
101561,,,,
101562,,,,
101563,,,,
101564,REPLACED,INTAKE GASKET,,
101565,REPLACED,GASKET,,
101566,,,,
101567,REPLACED,INTAKE GASKET,4,
101568,STOP DRILLED,CRACK,,
101569,REPLACED,GASKET,,
101570,TIGHTENED,SCREW,,
101571,REPLACED,INTAKE GASKET,,
101572,REPLACED,INTAKE GASKET,,
101573,REPLACED,ROCKER COVER GASKET,,
101574,REPLACED,INTAKE GASKET,,
101575,,,,
101576,REPLACED,ROCKER COVER GASKET,2,
101577,FASTENED,BAFFLE SEAL,,
101578,REPLACED,INTAKE GASKET,,
101579,,,,
101580,,,,
101581,,,,
101582,,,,
101583,REPLACED,,,
101584,TIGHTENED,SCREW,,
101585,,,,
101586,REPLACED,ROCKER COVER GASKET,2,
101587,REPLACED,INTAKE GASKET,,
101588,REPLACED,GASKET,,
101589,REPLACED,GASKET,,
101590,STOP DRILLED,CRACK,,
101591,REPLACED,INTAKE GASKET,,
101592,REPLACED,ROCKER COVER GASKET,,
101593,TIGHTENED,SCREW,,
101594,SECURED,BAFFLE SEAL,,
101595,REPLACED,ROCKER COVER GASKET,,
101596,REPLACED,BROKEN BRACKET,,
101597,REPLACED,,4,
101598,REPLACED,INTAKE GASKET,,
101599,REPLACED,BAFFLE PLUG,,
101600,REPLACED,ROCKER COVER GASKET,,
101601,,,,
101602,REPLACED,INTAKE GASKET,,
101603,CLEANED,TUBE,,
101604,REPLACED,INTAKE GASKET,4,
101605,REPLACED,ROCKER COVER GASKET,1,
101606,REPLACED,ROCKER COVER GASKET,,
101607,SECURED,BAFFLE SEAL,,
101608,REPLACED,GASKET,,
101609,REPLACED,GASKET,,
101610,REPLACED,ROCKER COVER GASKET,,
101611,REPLACED,ROCKER COVER GASKET,,
101612,,,,
101613,TIGHTENED,,,
101614,REPLACED,BAFFLE TIE ROD,,
101615,REPLACED,GASKET,,
101616,REPLACED,GASKET,,
101617,,,,
101618,,,,
101619,,,,
101620,,,,
101621,,,,
101622,REPLACED,INTAKE GASKET,,
101623,SECURED,BAFFLE SEAL,,
101624,REPLACED,INTAKE GASKET,,
101625,REPLACED,BAFFLE PLUG,,
101626,REPLACED,INTAKE GASKET,4 2,
101627,,,,
101628,SECURED,R/H BAFFLE SEAL,,
101629,,,,
101630,,,,
101631,,,,
101632,,,,
101633,,,,
101634,,,,
101635,,,,
101636,SECURED,BAFFLE SEAL,,
101637,SECURED,BAFFLE SEAL,,
101638,REPLACED,ROCKER COVER GASKET,,
101639,REPLACED,ROCKER COVER GASKET,,
101640,REPLACED,INTAKE GASKET,,
101641,,,,
101642,REPLACED,GASKET,,
101643,,,,
101644,,,,
101645,,,,
101646,,,,
101647,,,,
101648,,,,
101649,,,,
101650,,,,
101651,REPLACED,INTAKE GASKET,,
101652,,,,
101653,,,,
101654,,,,
101655,,,,
101656,,,,
101657,STOP DRILLED,CRACK,,
101658,,,,
101659,,,,
101660,REPLACED,ROCKER COVER GASKET,,
101661,TIGHTENED,SCREW,,
101662,REPLACED,GASKET,,
101663,REPLACED,PLUG,,
101664,REPLACED,INTAKE GASKET,,
101665,REPLACED,ROCKER COVER GASKET,,
101666,REPLACED,ROCKER COVER GASKET,,
101667,,,,
101668,REPLACED,ROCKER COVER GASKET,,
101669,REPLACED,INTAKE GASKET,,
101670,,,,
101671,REPLACED,ROD,,
101672,,,,
101673,REPLACED,ROCKER COVER GASKETS & SAFETIED BOLT,,
101674,REPLACED,BAFFLES SEALS ON BOTH ENGINE,2,
101675,CLEANED,PLUGS #3 CYL,,
101676,,,,
101677,REPLACED,INTAKE GASKET,4,
101678,REPLACED,ROCKER COVER GASKET,2,
101679,REPLACED,INTAKE GASKET,,
101680,,,,
101681,,,,
101682,,,,
101683,,,,
101684,,,,
101685,,,,
101686,,,,
101687,,,,
101688,TORQUED,,,
101689,,,,
101690,,,,
101691,REPLACED,ROCKER COVER GASKET,,
101692,REPLACED,INTAKE GASKET,2,
101693,REPLACED,INTAKE GASKET,,
101694,REPLACED,,,
101695,,,,
101696,REPLACED,GASKET,,
101697,REPLACED,PLUG,,
