id,engine,cylinders,part,problem,details
100985,L,"[2, 3]",ROCKER COVER GASKETS,LEAKING,
100986,R,"[2, 3]",ROCKER COVER GASKETS,LEAKING,
100987,,[4],ROCKER COVER GASKET,LEAKING,
100988,,[3],ROCKER COVER GASKET,LEAKING,
100989,,,,INOP,STARTER
100990,,,ROCKER COVER GASKETS,LEAKING,
101001,L,"[2, 3]",ROCKER COVERS,LEAKING,
101002,L,,AFT BAFFLE BRACKET,CRACKED,
101003,R,"[2, 4]",ROCKER COVERS,LEAKING,
101004,,,ROCKER GASKETS,LEAKING,
101005,L,[3],INTAKE GASKET,LEAKING,
101006,R,[3],INTAKE GASKET,LEAKING,
101007,,,,SHUTDOWN,WHEN THROTTLE WAS PULLED TO IDLE
101008,,[2],INTAKE,LEAKING,
101009,R,,BAFFLE PLUG,BROKEN,
101010,,[2],INTAKE,LEAKING,
101021,,"[2, 4]",INTAKE GASKETS,LEAKING,
101022,,[4],INTAKE,LEAKING,
101023,L,[1],ROCKER COVER,DAMAGE,
101024,L,[1],ROCKER COVER,DAMAGE,
101025,L,[1],ROCKER COVER,DAMAGE,
101026,L,[1],ROCKER COVER,DAMAGE,
101027,L,[1],ROCKER COVER,DAMAGE,
101028,,,ENGINE BAFFLE PLUGS,WORN,
101029,,[4],INTAKE GASKET,LEAKING,
101030,L,,BAFFLE SPRING,BROKEN,
101041,L,,,FIRED,WHEN BROUGHT TO 1800 RPM
101041,R,,,DROP,RIGHT MAG
101042,,,,CONTROL,NOT HITTING FULL RICH
101043,,[2],INTAKE,LEAKING,
101044,,[2],ROCKER COVER GASKET,LEAKING,
101045,,[2],ROCKER COVER GASKET,LEAKING,
101046,R,[3],,VIBRATION,"W/ INCREASING POWER, NO EGT IND ON #3 C"
101047,,[2],INTAKE,LEAKING,
101048,R,,ENGINE BAFFLE,SCREW MISSING,
101049,,[2],INTAKE,LEAKING,
101050,,[2],INTAKE I/B BOLT HOLE,DAMAGED,THREADS
101061,,[4],INTAKE GASKET,LEAKING,
101062,,,OIL SUMP SCREEN,DAMAGED,
101063,null,,FWD BAFFLE,CRACKED,DIRECTLY BELOW ALTERNATOR MOUNT
101064,R,,BAFFLE,CRACKED,
101065,R,[2],ROCKER COVER GASKET,LEAKING,
101066,R,[3],INTAKE,LEAKING,
101067,R,,REAR ENGINE BAFFLE,RIVET BROKEN,
101068,,[4],AFT BAFFLE,RIVETS SHEARED,
101069,,,OIL FILLER TUBE,LOOSE,
101070,L,,REAR ENGINE BAFFLE,CRACKED,CORNER PATCH ON L/H
101081,,,,IDLE,OVERRIDE SPEED WAS 1300
101082,L,[4],INTAKE,LEAKING,
101083,R,[4],,COMPRESSION,CK LOW
101084,R,,ROCKER COVERS,LEAKING,
101085,L,"[1, 3]",ROCKER COVERS,LEAKING,
101086,R,[3],INTAKE,LEAKING,
101087,,,SNIFFLER VALVES,DIRTY,
101088,,[3],AFT BAFFLE,SEAL,RIVET IS PULLED THR
101089,,,INTAKE,LEAKING,
101090,,,,SMOOTHLY,APPLIED
101101,R,,ENGINE,LEAK,EVIDENCE ON R/H SIDE OF ENGINE
101102,R,,FWD R/H BAFFLE SEAL,NEEDS,TO BE REATTACHED
101103,R,,R/H REAR BAFFLE BRACKET,SHEARED,RIVETS SHEARED
101104,,[4],INTAKE GASKET,LEAKING,
101105,L,[1],AFT ENGINE BAFFLE,CHAFED,
101106,,,ENGINE BAFFLE SNAP PLUG TAB,BROKEN,
101107,,[1],ROCKER COVER,LEAKING,
101108,L,"[3, 4]",ROCKER COVER GASKETS,LEAKING,
101109,R,[3],INTAKE GASKET,LEAKING,
101110,R,,ROCKER COVER GASKETS,LEAKING,
101121,,,,NEEDS,ADJUSTMENT
101122,,,,NEEDS,ADJUSTMENT
101123,,,,NEEDS,ADJUSTMENT
101124,,[2],INTAKE PIPE GASKET,LEAKING,
101125,,[2],ROCKER COVER,LEAKING,
101126,,[2],INTAKE,LEAKING,
101127,,[4],INTAKE,LEAKING,
101128,R,[3],INTAKE,LEAKING,ON R/H ENGINE
101129,L,[3],INTAKE,LEAKING,ON L/H ENGINE
101130,,"[2, 3]",ROCKER COVER,LEAKING,ON L/H ENGINE
101141,,[4],BAFFLE,CRACKED,AFT OF #4 CYL
101142,,[4],BAFFLE,CRACKED,AFT OF #4 CYL
101143,L,[],BAFFLE,CRACKED,BACK L/H
101144,,[4],INTAKE,LEAKING,#4
101145,L,[],BAFFLE PLUG,NEEDS,L/H
101146,R,[],BAFFLE SPARK PLUG ACCESS BUTTON,WORN,
101147,,"[2, 3]",ROCKER COVER GASKET,LEAKING,CYL #2 & 3
101148,,[3],AFT BAFFLE SCREW,LOOSE,CYL #3
101149,,[4],ROCKER COVER,LEAKING,CYL #4
101150,,[],DIPSTICK TUBE,LOOSE,
101161,,,AFT ALT MOUNTING BOLT,EATING,INTO SCROLL MOUNT
101162,,,THROTTLE CABLE ATTACHMENT,PLAY,EXCESSIVE END
101163,,[1],INTAKE,LEAKING,
101164,,"[2, 4]",ROCKER COVERS,LEAKING,
101165,,[2],ROCKER COVER,LEAKING,
101166,,[3],INDUCTION TUBE GASKET,LEAKING,
101167,,[2],INDUCTION TUBE GASKET,LEAKING,
101168,L,[1],INTAKE,LEAKING,
101169,R,"[1, 2]",INTAKES,LEAKING,
101170,,[2],INDUCTION TUBE GASKET,LEAKING,
101181,,[3],ROCKER COVER GASKET,LEAKING,
101182,,,BAFFLE SUPPORT,LOOSE,ON AFT COPILOT SIDE
101183,,,,COMPLETING,"AFTER COMPLETING STEEP SPIRALS AT POWER IDLE, SMOOTHLY APPLI"
101184,,,,COMPLETING,"AFTER COMPLETING STEEP SPIRALS AT POWER IDLE, SMOOTHLY APPLI"
101185,R,[3],LOOSE BAFFLE,RUBBING,ON OIL RETURN LINE
101186,,[2],INTAKE,LEAKING,
101187,R,[3],INTAKE,LEAKING,
101188,R,,FWD BAFFLE SEAL,GONE,L/H SIDE
101189,,,BAFFLE,CRACKED,
101190,,,PLUGS,WORN,FOR ENG BAFFLING
101201,R,[2],ROCKER COVER GASKET,LEAKING,
101202,R,[3],INTAKE GASKET,LEAKING,
101203,L,"[3, 4]",ROCKER COVER GASKETS,LEAKING,ON L/H ENG
101204,,[3],AFT UPPER BAFFLE SEAL,LOOSE,
101205,,,BAFFLE PLUGS,MISSING,TOO MANY TABS
101206,,[4],INTAKE GASKET,LEAKING,
101207,,[4],ROCKER COVER GASKET,LEAKING,
101208,,,SIDE BAFFLE PLUGS,MISSING,FINGERS
101209,,"[2, 4]",ROCKER COVER GASKETS,LEAKING,
101210,L,"[1, 2, 3]",ROCKER GASKETS,LEAKING,
101221,L,"[2, 3, 4]",ROCKER COVERS,LEAKING,ON L/H ENGINE
101222,,[2],ROCKER COVER GASKET,LEAKING,
101223,R,"[2, 4]",ROCKER COVERS,LEAKING,ON R/H ENGINE
101224,L,[3],ENGINE BAFFLE,CRACK,"LEFT SIDE, BY #3 CYLINDER"
101225,L,[3],ENGINE BAFFLE,CRACK,"LEFT SIDE, BY #3 CYLINDER"
101226,L,,BAFFLE SEAL,REPLACEMENT,L/H
101227,R,[4],ROCKER COVER,LEAKS,R/H ENGINE
101228,R,"[1, 4]",INTAKES,LEAKING,R/H ENGINE
101229,L,[3],ROCKER GASKET,LEAKING,L/H ENGINE
101230,R,"[2, 3]",ROCKER COVERS,LEAKING,R/H ENGINE
101241,,"[3, 4]",INTAKE,LEAKING,
101242,,"[2, 3, 4]",ROCKER COVERS,LEAKING,
101243,R,,RIVET,SHEARED,@ R/H AFT BAFFLE
101244,R,,ENGINE OIL RETURN LINES,LEAKING,
101245,R,,ENGINE OIL RETURN LINES,LEAKING,
101246,R,[3],INTAKE,LEAKING,
101247,L,[4],INTAKE,LEAKING,
101248,L,[3],ROCKER COVER,LEAKING,
101249,R,"[2, 3]",ROCKER COVERS,LEAKING,
101250,,[3],ROCKER COVER,LEAKING,
101261,R,,OIL RETURN,LIKE,CLAMPS ARE LOOSE
101262,R,[1],ENG BAFFLE,CRACKED,BY OIL COOLER
101263,L,[3],ROCKER COVER GASKET,LEAKING,
101264,,[3],ROCKER COVER,MISSING,A SCREW
101265,,[2],ROCKER COVER,LEAKING,
101266,,[2],INTAKE,LEAKING,
101267,,[1],WIRING HOLDER,BROKEN,
101268,,[3],ROCKER COVER GASKET,LEAKING,
101269,,[4],INTAKE GASKET,LEAKING,
101270,,[2],INDUCTION TUBE GASKET,LEAKING,
101281,,,COWL SHOCK MOUNT,TORN,
101282,L,[2],INTAKE,LEAKING,ON L/H ENGINE
101283,L,[3],ROCKER COVER,LEAKING,ON L/H ENGINE
101284,R,,ROCKER COVERS 1 & 3,LEAKING,ON R/H ENGINE
101285,,,ROCKER COVER GASKET #3,TORN,
101286,,,ENGINE BAFFLE PLUGS,DAMAGED,L/H & R/H
101287,L,[4],INTAKE GASKET,LEAKING,L/H ENG #4 CYL
101288,L,[3],ROCKER COVER GASKET,LEAKING,L/H ENG #3 CYL
101289,,,INTAKE TUBE,RUBBING,
101290,,,INTAKE TUBE,LEAKS,AT CYLINDER #2
101301,,,INTAKE,LEAKING,
101302,,,ROCKER COVER,LEAKING,
101303,,[3],ROCKER COVER GASKET,TORN,
101304,,,SIDE BAFFLE PLUGS,MISSING,
101305,L,"[2, 4]",ROCKER COVERS,LEAKING,
101306,,"[2, 3]",ROCKER COVER GASKETS,LEAKING,
101307,,[4],INTAKE TUBE,LEAKING,AT CONNECTION POINT W/ OIL SUMP
101308,,[4],INTAKE TUBE,LEAKING,AT CONNECTION POINT W/ OIL SUMP
101309,,,UPPER R/H BAFFLE SEAL,LOOSE,
101310,R,,ENGINE,RUNNING,ROUGH. ENGINE WAS FINE @ LOW ALTITUDES
101321,R,[3],ROCKER COVER GASKET,LEAKING,
101322,,,INTAKE GASKET,LEAKING,
101323,,[3],ROCKER COVER GASKET,LEAKING,
101324,,[2],ROCKER COVER GASKET,LEAKING,
101325,,[3],BAFFLE,SHEARED,
101326,,"[2, 4]",ROCKER COVER GASKETS,LEAKING,
101327,,[3],INTAKE TUBE FLANGE,LEAKING,
101328,,,ROCKER COVER,LEAKING,
101329,,,BAFFLE,MISSING,TOP SIDE RIVETS
101330,,[1],CYLINDER STAND OFF,BROKEN,
101341,R,,ENG BAFFLE,MISSING,SCREW
101342,,,,WOULDN'T START,
101343,R,[3],INTAKE,LEAKING,ON R/H ENGINE
101344,,[2],INTAKE,LEAKING,
101345,,[2],ROCKER COVER,LEAKING,
101346,R,,BACK BAFFLE,SHEARED,RIVET HEAD IS
101347,R,,BACK BAFFLE,SHEARED,RIVET HEAD IS
101348,"R, L",,ENGINE BAFFLE SEAL,LOOSE,
101349,,"[2, 3, 4]",ROCKER COVER GASKETS,LEAKING,
101350,L,"[2, 3]",ROCKER GASKETS,LEAKING,
101361,,,ROCKER COVER,LEAKING,IS
101362,L,"[2, 3]",INTAKES,LEAKING,ON L/H ENGINE
101363,R,[2],ROCKER COVER GASKET,LEAKING,
101364,,"[2, 3]",ROCKER COVERS,LEAKING,ON L/H ENGINE
101365,L,,CARB HEAT BRACKET,LOOSE,
101366,R,[4],INTAKE GASKET,LEAKING,
101367,,[3],ROCKER COVER,LEAKING,
101368,,[1],ROCKER COVER GASKET,LEAKING,
101369,,,,FAILS,MIXTURE CHECK - RPM 200 RISE
101370,,[4],INTAKE GASKET,LEAKING,
101381,,,INDUCTION AIR FILTER,REPLACED,
101382,,,LOWER DEFLECTORS,CRACKED,
101383,L,[1],FWD L/H BAFFLE,FELL_OFF,ANTI-CHAFE STRIP
101384,,[3],INTAKE,LEAKING,
101385,R,[3],AFT BAFFLE,CRACKED,
101386,L,[3],INTAKE GASKET,LEAKING,
101387,R,"[2, 4]",INTAKE GASKETS,LEAKING,
101388,L,"[1, 2, 3, 4]",ROCKER GASKETS,LEAKING,
101389,R,"[1, 2, 3, 4]",ROCKER GASKETS,LEAKING,
101390,,,ENGINE,DIRTY,
101401,,"[1, 2, 4]",ROCKER COVERS,LEAKING,
101402,,[3],INTAKE GASKET,LEAKING,
101403,,"[2, 3]",ROCKER GASKET,LEAKING,
101404,,[3],ROCKER COVER GASKET,LEAKING,
101405,AFT,[3],ENGINE BAFFLE,SUPPORT,SECURED TO ENGINE CASE
101406,L/H,[3],ROCKER COVER,LEAKING,
101407,R/H,[2],ROCKER COVER,LEAKING,
101408,,[2],INTAKE GASKET,LEAKING,
101409,,[1],ROCKER COVER GASKET,LEAKING,
101410,R/H,,ENGINE BAFFLE BRACKET,CRACKED,
101421,,,IMPELLER,CONTACT,W/ SCROLL
101422,R,[2],INTAKE GASKET,LEAKING,
101423,L,,ROCKER COVER GASKET,LEAKING,
101424,L,[4],AFT UPPER SUPPORT BRACKET,CRACKED,ON BAFFLE
101425,R,[3],ROCKER COVER GASKETS,LEAKING,
101426,,,ROCKER COVERS,LEAKING,
101427,,[3],ROCKER COVER GASKET,LEAKING,
101428,,,,LOST,ABOUT 250 RPM
101429,,"[2, 4]",ROCKER COVER GASKETS,LEAKING,
101430,,,,OVER,RIDE SPEED WAS 1225 RPM
101441,L,"[1, 3]",ROCKER COVERS,LEAKING,ARE
101442,R,[4],CYLINDER AFT BAFFLE WIRE HARNESS TAB,CRACK,IS
101443,,[2],ROCKER COVER,LEAKING,
101444,,[4],ROCKER COVER,LEAKING,
101445,,[2],INTAKE GASKET,LEAKING,
101446,,[1],CYLINDER,MISSING,
101447,,[2],INTAKE GASKET,LEAKING,
101448,,[4],ROCKER COVER GASKET,LEAKING,
101449,,"[2, 3]",ROCKER COVERS,LEAKING,ARE
101450,,[3],EXHAUST VALVE PUSH ROD TUBE,LEAKIN,APPEARS TO BE
101461,R,[1],INTAKE,LEAKING,IS
101462,L,[2],INTAKE TUBE GASKET,LEAKING,
101463,,,,START,
101464,L,[2],INTAKE GASKET,LEAKING,
101465,R,"[1, 2, 3, 4]",ROCKER COVERS,LEAKING,
101466,L,"[1, 3, 4]",ROCKER COVER GASKETS,LEAKING,
101467,,[1],LWR INTAKE CLAMPS,LOOSE,
101468,,"[2, 3]",ROCKER COVERS,LEAKING,
101469,,,ENGINE BAFFLE,CRACK,IN AFT @ OIL COOLER ON R/H ENGINE
101470,,[3],INTAKE,LEAKING,
101481,R,,FRONT RUBBER BAFFLE,RIPPED,FROM MOUNTIN
101482,R,,R/H BAFFLE,CRACK,
101483,,[4],INTAKE,LEAKING,
101484,,[3],ROCKER COVER,LEAKING,
101485,,[1],ROCKER COVER GASKET,TORN,
101486,,[4],INTAKE GASKET,LEAKING,
101487,,"[1, 3]",ROCKER COVER GASKETS,LEAKING,
101488,L,[4],INTAKE,LEAKING,
101489,R,"[1, 4]",INTAKES,LEAKING,
101490,,,,,ALL ROCKER COVER SCREWS LOOSE
101501,,"[2, 3, 4]",ROCKER GASKETS,LEAKING,
101502,R,,SIDE BAFFLE,CRACKED,
101503,,[1],ROCKER COVER,LEAKING,
101504,,[2],FWD LOWER BAFFLE,CRACK,
101505,,[4],INTAKE,LEAKING,
101506,,[2],INTAKE,LEAKING,
101507,,[2],ROCKER COVER,LEAKING,
101508,,[3],ROCKER COVER,LEAKING,
101509,,[4],ROCKER COVER GASKET,LEAKING,
101510,,"[2, 4]",INTAKE GASKETS,LEAKING,
101521,,[],ROCKER COVER,LEAKING,
101522,R,[],ENGINE BAFFLE,MISSING,SCREW
101523,R,[4],,LEAKING,INTAKE
101524,,[],FWD BAFFLE,CHAFING,ON MUFFLER SHROUD
101525,,[4],,LEAKING,INTAKE
101526,,[],ROCKER COVER,LEAKING,
101527,,[],ROCKER COVER,LEAKING,
101528,,[],,LEAKING,INTAKE GASKET
101529,,[4],ROCKER COVER GASKET,LEAKING,
101530,R,[4],BAFFLE SEAL,TORN,
101541,,,,WHINE,HIGH PITCHED SQUEAL
101542,,"[4, 3]",ROCKER COVER GASKETS,LEAKING,
101543,R,,BACK BAFFLE BRACKET,SHEARED,RIVET
101544,L,,BACK BAFFLE,CRACK,
101545,,[1],INTAKE,LEAKING,
101546,,,ROCKER COVER SCREWS,LOOSE,
101547,R,,ADEL CLAMP,TORN,R/H ENGINE MOUNT
101548,,,RIVNUT,STRIPPED OUT,FIREWALL FOR A/F FUEL FILTER
101549,LEFT,,,UNCOMMANDED,INCREASE WHEN ENG
101550,,,BAFFLE PLUGS,BROKEN,L/H & R/H SIDES
101561,,[],ENGINE,FLUCTUATING,"AFTER TAKEOFF, RPM'S WERE FLUCTUATING & ENGINE STARTED TO RU"
101562,F,[],FRONT ENGINE SECTION,LEAK,OIL LEAK NOTED ON FRONT ENGINE SECTION
101563,F,[],FRONT ENGINE SECTION,LEAK,OIL LEAK NOTED ON FRONT ENGINE SECTION
101564,,[1],,LEAKING,CYL #1 INTAKE GASKET LEAKING
101565,,"[2, 3, 4]",ROCKER COVERS,LEAKING,"CYL #2, 3 & 4 ROCKER COVERS ARE LEAKING"
101566,,[],FWD BAFFLE,CHAFING,FWD BAFFLE IS CHAFING ON EXT SHROUD
101567,,[4],,LEAKING,CYL #4 INTAKE GASKET LEAKING
101568,,[],FWD ENGINE BAFFLE,CRACKED,FWD ENGINE BAFFLE CRACKED BEHIND ALTERNATOR
101569,,"[1, 2]",ROCKER COVER GASKETS,LEAKING,"CYL #1, 2 ROCKER COVER GASKETS LEAKING"
101570,R,[],REAR ENGINE BAFFLE,LOOSE,R/H REAR ENGINE BAFFLE SCREW LOOSE
101581,L,[],,DROPPED,350 RPM
101582,L,[],,DROPPED,350 RPM
101583,,[1],INTAKE TUBE,LOOSE,
101584,,[],ROCKER COVERS,LOOSE,SCREWS
101585,,[4],BAFFLE PLUG HOLE,ENLARGED,
101586,,[2],ROCKER COVER GASKET,LEAKING,
101587,,[4],INTAKE,LEAKING,
101588,,[32],INTAKE GASKET,LEAKING,
101589,,[3],ROCKER COVER GASKET,LEAKING,
101590,,[],FWD BAFFLE,CRACKED,@ HEAT SHROUD AIR INTAKE
101601,,[3],AFT BAFFLE I/B MOUNT,SHEARED,RIVETS
101602,,"[3, 4]",INTAKES,LEAKING,
101603,,[2],INTAKE TUBE AT SUMP,LEAK,
101604,,[4],INTAKE,LEAKING,
101605,,[1],ROCKER COVER,LEAKING,
101606,,"[1, 2, 4]",ROCKER COVERS,LEAKING,
101607,R,,FWD BAFFLE SEAL,LOOSE,
101608,,[4],INTAKE,LEAKING,
101609,,[4],INTAKE GASKET,LEAKING,
101610,,[2],ROCKER COVER,LEAKING,
101621,,,BAFFLE PLUG,BROKEN,TANGS BROKEN OFF
101622,,[2],INTAKE CYL GASKET,LEAKING,
101623,R,,BAFFLE SEAL,LOOSE,
101624,,[3],INTAKE GASKET,LEAKING,
101625,R,,BAFFLE PLUG,NEEDS,TO BE REPLACED
101626,,"[4, 2]",INTAKE GASKETS,LEAKING,
101627,,[2],INDUCTION TUBE GASKET,LEAKING,
101628,R,,FORWARD BAFFLE SEAL,LOOSE,
101629,L,,,ROUGH,
101630,L,,,ROUGH,
101641,,[],INTAKE,LEAKING,
101642,,[],ROCKER COVER,LEAKING,
101643,,[],INDUCTION TUBE GASKET,LEAKING,
101644,,[4],,COMPRESSION,TEST WAS 35/80
101645,,[4],,COMPRESSION,TEST WAS 35/80
101646,,[4],,COMPRESSION,TEST WAS 35/80
101647,,[4],,COMPRESSION,TEST WAS 35/80
101648,R,[],FWD BAFFLE SEAL,LOOSE,
101649,,[4],INTAKE TUBE,LEAK,AT ATTACH POINT TO OIL SUMP
101650,,[4],INTAKE TUBE,LEAK,AT ATTACH POINT TO OIL SUMP
101661,R,[],ENGINE BAFFLE,LOOSE,SCREW
101662,,[3],INTAKE,LEAKING,
101663,R,[],ENGINE BAFFLE,MISSING,PLUG
101664,,[4],INTAKE,LEAKING,
101665,,[1],ROCKER COVER,LEAKING,
101666,,"[2, 3, 4]",ROCKER COVER GASKETS,LEAKING,
101667,,[],,FAILED,"OVERRIDE SPEED CHECK, RPM DROPPED TO 800 RPM & STABIL"
101668,,"[2, 3]",ROCKER COVER GASKETS,TORN,
101669,,[2],INTAKE GASKET,LEAKING,
101670,,[],,RPM,WAS 1700
101681,R,"[2, 3, 4]",ROCKER COVERS,LEAKING,ON R/H ENGINE
101682,L,"[1, 4]",ROCKER COVERS,LEAKING,ON L/H ENGINE
101683,L,[2],INTAKE,LEAKING,ON L/H ENGINE
101684,L,"[2, 4]",ROCKER COVERS,LEAKING,ON L/H ENGINE
101685,R,"[2, 4]",ROCKER COVERS,LEAKING,ON R/H ENGINE
101686,R,[3],,COMPRESSION,LOW
101687,R,[3],,COMPRESSION,LOW
101688,R,[3],,COMPRESSION,LOW
101689,,[3],INTAKE TUBE,LEAKING,AT OIL SUMP
101690,,[3],INTAKE TUBE,LEAKING,AT OIL SUMP
101701,,,AIR DOOR,WORN,
101702,,[1],BAFFLE,CRACKED,
101703,,[4],INTAKE,LEAKING,
101704,,"[2, 3]",ROCKER COVER GASKETS,LEAKING,
101705,,[2],ROCKER COVER GASKET,LEAKING,
101706,R,,AFT BAFFLE,CRACKED,BY ENGINE MOUNT BOLT HOLE
101707,,,BAFFLE BRACKET,CRACKED,
101708,,[2],INTAKE,LEAKING,
101709,ALL ENG,,ROCKER COVER SCREWS,LOOSE,
101710,,,,STARTER,
101721,L,[4],EXHAUST VALVE,BAD,HAS
101722,L,[1],FIRST STAGE COMPRESSOR ROTOR,COMPRESSOR,HAS 1
101723,,[2],TOP BAFFLE SEAL,LOOSE,
101724,,[3],INTAKE GASKET,LEAKING,
101725,,[3],ROCKER COVER GASKET,LEAKING,
101726,,[1],INTAKE TUBE,LEAKING,AROUND OIL SUMP CONNECTION AREA
101727,,[1],INTAKE TUBE,LEAKING,AROUND OIL SUMP CONNECTION AREA
101728,,[4],INTAKE GASKET,LEAKING,
101729,,"[3, 4]",ROCKER GASKETS,LEAKING,
101730,,,,OVERSPEED,TO 2730 RPM FOR 1 SECOND
101741,,[1],ROCKER OIL RETURN LINE,CHAFING,
101742,,[1],ROCKER OIL RETURN LINE,CHAFING,
101743,,"[2, 4]",ROCKER COVER GASKETS,LEAKING,
101744,,,BAFFLE BUTTON PLUG,WORN,
101745,,[3],ROCKER COVER GASKET,TORN,
101746,,[2],INTAKE GASKET,LEAKING,
101747,,,ENGINE BAFFLE SEAL,HOLES,FWD BOTTOM
101748,,[3],ROCKER COVER GASKET,LEAKING,
101749,,[4],ROCKER COVER GASKET,LEAKING,
101750,,,OIL COOLER LOWER BAFFLE SEAL,MISSING,
101761,,[2],ROCKER COVER GASKET,LEAKING,
101762,,[3],INTAKE GASKET,LEAKING,
101763,,[3],,LEAKING,
101764,R,,BAFFLE,BROKEN,SAFETY WIRE
101765,L,,BAFFLE,BROKEN,BUTTON PLUG IS
101766,,[2],INTAKE,LEAKING,
101767,,"[1, 3, 4]",ROCKER COVERS,LEAKING,
101768,,,CASE HALVES,LEAKING,BOTTOM FWD PORTION
101769,,[1],INTAKE,LEAKING,
101770,L,,BAFFLE,BROKEN,I/B BAFFLE SPRING IS BRKOEN
101781,,,PARTICLE SEPERATOR,GRASS,IN IT
101782,,[4],INTAKE,LEAKING,
101783,L,,LOWER ENGINE BAFFLE,CRACKED,
101784,R,,ENGINE SIDE BAFFLE,CRACKED,
101785,,[2],ROCKER COVER GASKET,LEAKING,
101786,,,FORWARD BAFFLE,CRACKED,NEAR ALTERNATOR
101787,,,ENG BAFFLE BUTTONS,WORN,
101788,,,ROCKER COVER SCREWS,LOOSE & 1 MISSING,
101789,,[4],INTAKE,LEAKING,
101790,,,,ROUGH,"DURING CRUISE, ENGINE BECAME INCREDIBLY"
101801,L,,BAFFLE,MISSING,LOCK TABS
101802,,[3],ROCKER COVER,LEAKING,
101803,,[2],INTAKE,LEAKING,
101804,R,,ENGINE BAFFLE SEAL,LOOSE,
101805,,[2],INDUCTION TUBE GASKET,LEAKING,
101806,R,,ENGINE BAFFLE SUPPORT BRACKET,BROKEN,RIVETS
101807,,"[2, 4]",INTAKES,LEAKING,
101808,R,[3],INTAKE,LEAKING,
101809,L,"[2, 3, 4]",INTAKES,LEAKING,
101810,L,,BAFFLE SEAL,LOOSE,LOWER FWD
101821,,[2],INTAKE,LEAKING,
101822,,[2],INTAKE,LEAKING,
101823,,[1],ROCKER COVER,LEAKING,
101824,,"[3, 2]",ROCKER COVER GASKETS,LEAKING,ARE
101825,,[4],AFT BAFFLE,CRACKED,
101826,L,,ENGINE BAFFLE PLUG,DAMAGED,
101827,R,[4],INTAKE GASKET,LEAKING,
101828,,"[2, 3, 4]",ROCKER COVER GASKETS,LEAKING,
101829,,[2],INTAKE GASKET,LEAKING,
101830,,[4],ROCKER COVER GASKET,LEAKING,
101841,,,ROCKER COVER,MISSING,ON #2
101842,,"[3, 4]",ROCKER COVER,LEAKING,
101843,,"[3, 1]",INTAKE GASKETS,LEAKING,
101844,,,FWD BAFFLE,CRACK,IN FWD BAFFLE CENTER
101845,,,FWD LOWER BAFFLE SEAL,LOOSE,
101846,,[2],INTAKE GASKET,LEAKING,
101847,,"[1, 2]",ROCKER COVER GASKETS,LEAKING,
101848,L,,ENGINE BAFFLE,CRACKED,FROM HEAT AIR INTAKE DOWN
101849,,[2],ROCKER COVER GASKET,LEAKING,
101850,,[2],ROCKER COVER GASKET,LEAKING,
101861,,"[3, 4]",ROCKER COVER GASKETS,LEAKING,
101862,,[3],INTAKE GASKET,LEAKING,
101863,,[1],SIDE BAFFLE,CRACKED,
101864,,"[3, 4]",ROCKER GASKETS,LEAKING,
101865,,[4],INTAKE TUBE,LEAKING,
101866,R,[3],INTAKE,LEAKING,
101867,L,[2],,MISSING,HARDWARE
101868,R,"[2, 4]",INTAKES,LEAKING,
101869,,,MUFFLER HEAT MUFF,CRACKED,
101870,,,,FAILS,
101882,,[3],AFT BAFFLE,CRACKED,
101883,,"[2, 3]",INTAKE GASKETS,LEAKING,
101884,,,VALVE COVERS,LEAKING,
101885,L,,ENGINE OIL COOLER TO ENGINE LIFTING EYE BRACKET,BROKEN,
101886,R,,ENGINE LIFTING EYE BOLT,LEAKING,OIL
101887,,[2],INTAKE,LEAKING,
101888,R,[4],CYL BAFFLE BRACE,NEEDS,TO BE REMOVED FOR CAN O
101889,R,[4],CYL BAFFLE BRACE,NEEDS,TO BE REMOVED FOR CAN O
101901,,[4],ROCKER COVER GASKET,LEAKING,
101902,,,,RPM,OF 2720
101903,,[3],ROCKER COVER GASKET,LEAKING,
101904,,,CRANKSHAFT SEAL,LEAKING,APPEARS TO BE
101905,,,CRANKSHAFT SEAL,LEAKING,APPEARS TO BE
101906,,,CRANKSHAFT SEAL,LEAKING,APPEARS TO BE
101907,,"[2, 4]",INTAKE GASKETS,LEAKING,
101908,,[3],AFT BAFFLE,LOOSE,"SCREW IS TIGHT, BUT"
101909,,[4],INTAKE GASKET,LEAKING,
101910,,"[2, 3]",ROCKER COVER GASKETS,LEAKING,
101921,,"[1, 2, 4]",INTAKES,LEAKING,
101922,,[4],INTAKE GASKET,LEAKING,
101923,L,"[2, 4]",ROCKER COVER SCREWS,LOOSE,
101924,L,,BAFFLE,ELONGATED,PLUG HOLE IS ELONGATED
101925,,[2],INTAKE GASKET,LEAKING,
101926,,[3],ROCKER COVER GASKET,LEAKING,
101927,,"[2, 4]",ROCKER COVER GASKETS,LEAKING,
101928,,[2],INTAKE,LEAKS,
101929,,[1],,COMPRESSION,HAS LOW COMPRESSION
101930,,[1],,COMPRESSION,HAS LOW COMPRESSION
101941,R,[4],ENGINE BAFFLE,CRACKED,BAFFLING
101942,,[3],ROCKER COVER GASKET,LEAKING,
101943,L,,COOLING BAFFLE,BROKEN,CONNECTING ROD
101944,R,[1],CYL COOLING BAFFLE,CONTACTING,OIL RETURN LINE
101945,,[2],INTAKE GASKET,LEAKING,
