id,engine,part,problem,cylinders,details
102956,,FWD ENGINE BAFFLE,WORN,,THRU
102957,L,,DAMAGED,,PROP TIP
102958,L,,DAMAGED,,PROP TIP
102959,L,,DAMAGED,,PROP TIP
102960,,INTAKE GASKET,LEAKING,[2],
102971,,ROCKER COVER,LEAK,[3],OIL
102972,,ROCKER COVER,MISSING,[3],
102973,,INTAKE GASKET,LEAKING,[2],
102974,,ROCKER COVERS,LEAKING,"[3, 4]",
102975,,ENGINE BAFFLE,CRACKED,[1],
102976,,BAFFLE TAB,LOOSE,[3],AFT
102977,,INTAKE TUBE GASKET,LEAKING,[4],
102978,,BAFFLE TAB,LOOSE,[3],AFT
102979,,ROCKER BOX COVER GASKETS,LEAKING,"[3, 4]",
102980,,ENG COWL,NEED,,CHAFE TAPE
102991,,OIL FILLER TUBE,LOOSE,,
102992,L,BAFFLE,NEED,,SECURED
102993,,,LEAKING,[4],
102994,,,LOOSE,[3],RUBBING ON PUSH ROD TUBE
102995,,,LEAKING,[2],
102996,,ROCKER COVER GASKET,LEAKING,[4],
102997,L,INTAKE GASKET,LEAKING,[2],
102998,R,ROCKER COVER,MISSING,[3],A SCREW
102999,,,LEAKING,[2],
103000,,ROCKER COVER GASKET,LEAKING,[2],
103011,,INTAKE GASKET,LEAKING,[2],
103012,,ROCKER COVER GASKETS,LEAKING,"[3, 4]",
103013,,ROCKER COVER GASKET,LEAKING,[2],
103014,,ROCKER COVER GASKET,LEAKING,[2],
103015,,OIL COOLER,NEED,,TIME CHANGE
103016,,OIL COOLER,NEED,,TIME CHANGE
103017,,ENGINE,NEED,,TIME CHANGE
103018,,ENGINE,NEED,,TIME CHANGE
103019,,ENGINE,NEED,,TIME CHANGE
103020,,ENGINE,NEED,,TIME CHANGE
103031,,BAFFLE PLUGS,WORN,,
103032,,INTAKE GASKET,LEAKING,[4],
103033,R,BAFFLE PLUG,MISSING,,
103034,,ROCKER COVER GASKET,LEAKING,[4],
103035,,INTAKE,LEAKING,[4],
103036,,INTAKE GASKETS,LEAKING,"[3, 4]",
103037,,ROCKER COVER GASKET,LEAKING,[2],
103038,,BAFFLING,CRACK,[2],NOTED ON INSIDE
103039,,,COMPRESSION,[2],LOW. AIR NOTED & OBSERVED OUT OF EXHAUST
103040,,,COMPRESSION,[2],LOW. AIR NOTED & OBSERVED OUT OF EXHAUST
103051,,ROCKER COVER GASKET,LEAKING,[4],
103052,,INTAKE,LEAKING,"[4, 3, 2]",
103053,,BAFFLE,CRACK,[4],NOTED ON LOWER REAR POSITION
103054,,BAFFLE,CRACK,[1],NOTED ON INSIDE OF UPPER NEAR RIVET
103055,,,LOOSE,,ALL ROCKER COVER SCREWS
103056,,,LOOSE,,ALL CYL DRAIN LINE B' NUTS
103057,L,SPRING WIRE,BROKEN,,
103058,,,WORN,,BOTH BAFFLE PLUGS
103059,,ROCKER COVERS,LEAKING,"[2, 4]",
103060,,BAFFLE PLUGS,WORN,,
103071,,BAFFLING SEAL,CHAFING,,
103072,,,FOD,[3],
103073,,INTAKE GASKETS,LEAKING,"[2, 4]",
103074,R,FOAM SEAL,LOOSE,,
103075,L,REAR ENGINE BAFFLE,WORN,,
103076,,INTAKE GASKET,LEAKING,[4],
103077,,ROCKER COVER GASKET,LEAKING,[3],
103078,R,,OIL,,PRESENT
103079,,,RAN,,ROUGH
103080,,,LEAKS,[4],
103091,,ROCKER COVER GASKETS,LEAKING,,
103092,,ENGINE BAFFLE,CRACK,,NOTED NEAR AFT ALTERNATOR ATTACH BOLT
103093,L,COWL SEAL,COMING,,LOOSE
103094,,INTAKE GASKETS,LEAKING,"[3, 4]",
103095,,ROCKER GASKETS,LEAKING,"[1, 2, 3, 4]",ALL
103096,,INTAKE GASKET,LEAKING,[4],
103097,,INTAKE GASKET,LEAKING,[3],
103098,,INTAKE GASKETS,LEAKING,"[2, 4]",
103099,,VACUUM PUMP COOLING DUCT,CHAFING,,OIL COOLER LINE
103100,R,BAFFLE,CRACKED,[3],AFT
103111,L,INDUCTION PIPES,LEAK,"[2, 3]",
103112,,,ROUGH,[2],EGT LOW
103113,,,PROBLEM,,
103114,,,ROUGH,,BACK FIRING
103115,,,ROUGH,,BACK FIRING
103116,,,ROUGH,,BACK FIRING
103117,,,ROUGH,,OIL LEAK
103118,,,ROUGH,,OIL LEAK
103119,,,ROUGH,,OIL LEAK
103120,,,ROUGH,,OIL LEAK
103131,,INTAKE GASKET,LEAKING,[2],
103132,,ROCKER COVERS,LEAKING,"[2, 3]",
103133,,CHT FITTING,NEED,[2],TO BE REPLACED
103134,,INTAKE,LEAKING,[4],
103135,,BAFFLE SEALS,WEAR,,MARKS AGAINST AIR FILTER
103136,,INTAKE GASKET,LEAKING,[2],
103137,,INTAKES,LEAKING,"[1, 3, 4]",
103138,,ROCKER DRAIN LINE,CHAFING,[3],
103139,,ENGINE,OVERSPEED,,ACCIDENTALLY
103140,,INTAKE,LEAKING,[4],
103151,R,ENGINE BAFFLE MOUNTING BRACKET,LOOSE,,
103152,,BOLT,MISSING,[3],
103153,,ROCKER COVER GASKET,LEAKING,[3],
103154,,INTAKE TUBE GASKET,LEAKING,[2],
103155,,INTAKE GASKETS,LEAKING,"[3, 4]",
103156,,ROCKER DRAIN LINE,LEAKING,[2],AT SUMP
103158,,BAFFLE SCREW,CHAFING,[3],HAS OVERSIZED WASHER
103159,,CRANKCASE BOLTS,LEAK,,AT FUEL FLOW TRANSDUCER
103160,,INTAKE GASKET,LEAKING,[2],
103171,,,,"[3, 4]",
103172,,,,"[3, 4]",
103173,,INTAKES,LEAKING,"[2, 4]",
103174,,INTAKE GASKET,LEAKING,[4],
103175,,FRONT CRANKSHAFT OIL SEAL,LEAKING,,
103176,,FRONT CRANKSHAFT OIL SEAL,LEAKING,,
103177,,INTAKE GASKETS,LEAKING,"[2, 3]",
103178,,INTAKE GASKET,LEAKING,[2],
103179,,INTAKE GASKET,LEAKING,[2],
103180,,ROCKER COVER GASKET,LEAKING,[3],
103191,,ROCKER COVER SCRWES,LOOSE,,
103192,,INTAKE GASKETS,LEAKING,"[3, 4]",
103198,,BAFFLE BUTTON,WORN,,
103199,,FWD LWR SEAL,WEARING,,
103200,L,BREATHER LINE,KINKED,,
103211,L,COWL BRACKET,CRACKED,,
103212,L,COWL BRACKET,CRACKED,,
103213,,COMPRESSOR FIRST STAGE BLADE,DING,,
103214,,INTAKE GASKET,LEAKING,[4],
103215,,ROCKER COVER GASKET,LEAKING,[3],
103216,,ROCKER COVER GASKET,LEAKING,[4],
103217,,ROCKER COVER GASKETS,LEAKING,"[2, 3]",
103218,,INTAKE GASKETS,LEAKING,"[2, 3]",
103219,,INTAKE GASKET,LEAKING,[3],
103220,,INTAKE,LEAKING,[3],
103231,,INTAKES,LEAKING,"[3, 4]",
103233,,OIL COOLER,NO,,THREADS SHOWING
103234,,BAFFLE BUTTONS,WORN,,
103235,,OIL COOLER LOWER LINE,REQ,,REROUTING
103236,,FRONT FWD BAFFLE,HUNG,,UP ON BOLT OF ALTERNATOR EXTRA BRACKET
103237,L,BAFFLE BOLT OR SCREW,MISSING,[2],
103238,R,BAFFLE TIE WIRE,INSTALLED,,WRONG ON R/H OF ENG
103239,,NUT,MISSING,,"ON TOP BACK BONE OF ENG, AFT SLING POINT"
103240,L,FOD,ON,,TOP L/H SIDE OF ENGINE
103251,R,BAFFLE CONNECTOR ROD,BROKEN,"[2, 4]",
103252,,INTAKE GASKET,LEAKING,[4],
103253,,INTAKE,LEAKING,[1],
103254,,BAFFLE,CRACK,,
103255,,ROCKER COVER GASKETS,LEAKING,"[1, 2]",
103256,,INTAKE GASKETS,LEAKING,"[2, 4]",
103257,,COWL SEAL,LOOSE,,
103258,,BAFFLING,CRACK,[1],
103259,,BAFFLE,CRACK,,
103260,,ROCKER COVER,LEAKING,[3],
103271,,BAFFLE,CRACK,[1],
103272,,BAFFLING,CRACK,[1],
103273,,BAFFLING,CRACK,[4],
103274,,,LEAKING,"[2, 4]",
103275,,,WORN,,BOTH BAFFLE BUTTONS
103276,,BAFFLE SEAL,WORN,,FWD SPOTS BY ENG INDUCTION
103277,,,ROUGHNESS,,MOMENTARY ENGINE
103278,L,SCREW,MISSING,[3],ROCKER COVER
103279,R,,LEAKING,"[2, 3]",ROCKER COVERS
103280,R,,LEAKING,"[2, 3, 4]",INTAKES
103291,,ENGINE BAFFLE,MISSING,[3],
103292,,BAFFLE,CRACKED,[4],ABOVE
103293,L,,DEAD,[4],
103294,L,BAFFLE,TORN,,FWD MATERIAL
103295,L,,LEAKING,"[3, 4]",
103296,L,BACK BAFFLE,CRACK,[4],
103297,R,,LEAKING,"[2, 3, 4]",
103298,L,,DEAD,[4],
103299,L,,DEAD,[4],
103300,L,,DEAD,[4],
103311,,BAFFLE PLUG,BROKEN,[4],
103312,,ROCKER COVER,LEAKING,[2],
103313,,OIL RETURN LINE,CHAFING,[2],
103314,,INTERCYLINDER BAFFLE,CRACKED,"[2, 4]",
103315,L,INTAKES,LEAKING,"[2, 3]",
103316,R,INTAKES,LEAKING,"[2, 4]",
103317,L,THRUST BUTTONS,WORN,[3],
103318,R,ROCKER COVERS,LEAKING,"[1, 2, 3, 4]",
103319,L,ROCKER COVERS,LEAKING,"[1, 2, 3, 4]",
103320,,BAFFLE SEAL,DISCONNECTED,[2],
103331,,INTAKE,LEAKING,[4],
103332,R,ENGINE BAFFLE,LOOSE,,
103333,,INTAKE,LEAKING,[3],
103334,,,SCREWS,,MISSING
103335,,INTAKE,LEAKING,[4],
103336,R,BAFFLE,LOOSE,,
103337,,INTAKE GASKET,LEAKING,[2],
103338,,ROCKER COVERS,LEAKING,"[1, 4]",
103339,,ROCKER COVER GASKETS,LEAKING,"[1, 2]",
103340,,INTAKE GASKET,LEAKING,[3],
103351,,INTAKE GASKET,LEAKING,[3],
103352,R,BAFFLE PLUG,DAMAGED,,
103354,,INTAKE GASKET,LEAKING,[3],
103355,,ENGINE BACK BONE BOLTS,SEEPING,,
103356,,OIL FILLER TUBE,LOOSE,,
103357,,BAFFLE ROD FASTENER,BROKEN,,
103358,,BAFFLE TAB RIVETS,LOOSE,[3],
103359,,INTAKE GASKET,LEAKING,[4],
103360,,SPRING CONNECTOR,BROKEN,,
103371,L,ROCKER COVER GASKETS,LEAKING,"[2, 3]",
103372,,BAFFLE SEAL,WORN,,WEARING ABOVE ENG INLET
103373,R,FWD BAFFLE,CRACK,[1],
103374,,ROCKER COVERS,LEAKING,"[1, 2]",
103375,,ROCKER DRAIN LINES,LEAKING,"[1, 3]",
103376,L,CYL INTAKE GASKET,LEAKING,[4],
103377,R,CYL INTAKE GASKETS,LEAKING,"[3, 4]",
103378,,INTAKE,LEAKING,[2],
103379,R,INTAKE,LEAKING,[3],
103380,L,ROCKER COVERS,LEAKING,"[1, 2]",
103391,,,NEED,,PRESERVED
103392,,,NEED,,PRESERVED
103393,,INTAKE GASKET,LEAKING,[4],
103394,R,BAFFLE,MISSING,[4],
103395,L,ENGINE BAFFLE,CRACKED,,
103396,,BAFFLE TIE ROD,MISSING,,UNDER #2 & 4 CYLINDERS
103397,,BAFFLE,STRIPPED,,FOR OIL COOLER
103398,,ENGINE BAFFLE,CRACKED,[3],
103399,,BAFFLE,CRACKED,[2],
103400,,BAFFLE,CRACKED,[3],AFT
103411,,INTAKE,LEAKING,[4],
103412,,ROCKER GASKET,LEAKING,[2],
103413,,INTAKE GASKETS,LEAKING,"[1, 3, 4]",
103414,R,INTAKE,LEAKING,[3],
103415,L,INTAKE GASKET,LEAKS,[4],
103416,,INTAKE TUBE GASKET,LEAKING,[2],
103417,,INTAKE GASKET,LEAKING,[2],
103418,R,INTAKES,LEAKING,"[3, 4]",
103419,L,INTAKES,LEAKING,"[2, 3, 4]",
103420,,ENG CYL INTAKE,LEAKS,[2],
103431,R,BAFFLING CONNECTING ROD,BROKEN,[],
103432,,INTAKE GASKET,LEAKING,[3],
103433,L,I/B BAFFLING CONNECTING ROD,BROKEN,[],
103434,,INTAKE GASKET,LEAKING,[3],
103435,,BAFFLE PLUGS,WORN,,
103436,,INTAKE GASKETS,LEAKING,"[2, 3, 4]",
103437,,ROCKER GASKETS,LEAKING,"[2, 4]",
103438,,EXHAUST PUSH ROD SEAL (I/B),LEAKING,[3],
103439,,INTAKE GASKETS,LEAKING,"[3, 4]",
103440,L,INTAKE GASKETS,LEAKING,"[2, 4]",
103451,R,BAFFLE MOUNTING BRACKET,LOOSE,,
103452,R,BAFFLE MOUNTING BRACKET,LOOSE,,
103453,,SCREW,MISSING,,
103454,,,ROUGHNE,,FLUCTUATING OIL PRESSURE READINGS
103455,,,CLEAN,[3],
103456,,INTAKE GASKET,LEAKING,[2],
103457,,ROCKER COVER GASKET,LEAKING,[1],
103458,,FRONT ENGINE OIL SEAL,LEAKING,,
103459,,FRONT ENGINE OIL SEAL,LEAKING,,
103460,,,NEED,,TO BE FOGGED
103471,,ROCKER COVER,LEAKING,[3],
103472,,ROCKER COVER GASKET,LEAKING,[4],
103473,,INTAKE GASKET,LEAKING,[1],
103474,,CYL INTAKE GASKET,LEAKING,[2],
103475,,,LEAKING,"[2, 4]",
103476,,ROCKER COVERS,LEAKING,"[2, 3, 4]",
103477,,INTAKE GASKET,LEAKING,[4],
103478,,,COMPRESSION,[3],
103479,,INTAKE GASKETS,LEAKING,"[1, 2, 3, 4]",
103480,,OIL RETURN LINE,LEAKING,[1],
103491,,INTAKE TUBES,LEAKING,[2],AT FLEXIBLE TUBE CONNECTION
103492,,INDUCTION TUBE GASKETS,LEAKING,"[2, 3]",
103493,L,INTAKE,LEAKING,[3],
103494,R,ROCKER COVER,LEAKING,[1],
103495,R,,LEAKING,"[2, 3, 4]",
103496,R,BAFFLE,CRACKS,,FWD R/H SIDE
103497,R,BAFFLE,CRACKS,,FWD R/H SIDE
103498,,BAFFLE SEAL,TORN,[1],LOOSE FROM FASTENER
103499,,INTAKE GASKETS,LEAKING,"[1, 2, 3, 4]",
103500,,BAFFLE PLUGS,LOOSE,,LEFT & RIGHT SIDE
103511,L,BAFFLE,WORN,,BLACK SEAL FROM INTAKE
103512,,BAFFLE,WORN,,PLUGS ARE OUT
103513,,,LEAKING,[2],INTAKE GASKET
103514,,,LEAKING,[4],INTAKE TUBE GASKET
103515,L,,LEAKING,"[2, 3]",INTAKE GASKETS
103516,R,,LEAKING,"[3, 4]",INTAKE GASKETS
103517,,ROCKER COVER,MISSING,[4],SCREW
103518,,BAFFLE,LOOSE,,SCREW BEHIND OIL DIPSTICK TUBE
103519,R,BAFFLE PLUG,LOOSE,,
103520,,,LEAKING,[4],INTAKE GASKET
103531,,,COMPRESSION,[1],
103532,,INTAKE GASKET,LEAKING,[2],
103533,,INTAKE GASKETS,LEAKING,"[1, 2, 3, 4]",
103534,L,BAFFLE PLUGS,LOOSE,,BROKEN
103535,,HARNESS ANCHORS,BROKEN,"[2, 4]",
103536,R,BAFFLE,CRACKED,[4],AFT
103537,R,INTAKE GASKETS,LEAKING,"[2, 4]",
103538,L,INTAKE GASKETS,LEAKING,"[1, 2, 3, 4]",ALL
103540,L,INTAKE GASKET,LEAKING,[4],
103551,L,,COMPRESSION,[4],
103552,,INTAKE GASKET,LEAKING,,
103553,,ROCKER GASKET,LEAKING,,
103554,,INTAKE,LEAKING,,
103556,,INTAKE GASKETS,LEAKING,"[1, 2, 3, 4]",
103557,,INTAKE,POSITION,[4],
103558,R,INTAKE GASKET,LEAKING,[4],
103559,R,BAFFLE SEAL,LOOSE,[3],
103560,R,ENGINE BAFFLE,CRACKED,[3],
103571,R,REAR BAFFLE,CRACK,[],
103572,R,REAR BAFFLE SUPPORT,CRACK,[],
103573,L,INTAKE GASKETS,LEAK,"[2, 3]",
103574,R,BAFFLE,LOOSE,[4],HARDWARE
103575,R,,LEAK,"[2, 4]",INTAKES
103576,R,BAFFLE SEAL,TORN,[4],
103577,L,,LEAK,"[2, 3, 4]",INTAKES
103578,,,LEAK,[2],CYL
103579,,ROCKER COVER GASKET,LEAK,[4],
103580,,CYL BAFFLE,REQUIRED,[4],INSP HOLE DOUBLER
103592,,INTAKE GASKET,LEAKING,[2],
103593,,INTAKE GASKET,LEAKING,[2],
103594,,,LEAKING,[2],
103595,,,LEAKS,[2],
103596,,INTAKE GASKETS,LEAKING,"[2, 4]",
103597,,ROCKER COVER GASKETS,LEAKING,"[3, 4]",
103598,L,ENGINE BAFFLE,CRACKED,,
103599,R,ROCKER COVER,LEAKING,[3],
103600,R,INTAKE GASKET,LEAKING,[4],
103611,L,INTAKE GASKET,LEAK,[],
103612,R,INTAKE GASKETS,LEAKING,"[2, 4]",
103613,R,ENGINE BAFFLE SEAL,NEED,[],TO BE RESECUR
103614,L,INTAKE TUBE GASKETS,LEAKING,"[2, 3, 4]",
103615,,BAFFLE PLUG TABS,BROKEN_OFF,[],
103616,,INTAKE GASKETS,LEAKING,"[2, 4]",
103617,,ROCKER BOX COVER SCREWS,LOOSE,[],
103618,,HARNESS CLAMP,BROKEN,[4],
103619,,ROCKER COVER GASKETS,LEAKING,"[3, 4]",
103631,,,ROUGH,[2],AT IDLE
103632,,,ROUGH,[2],AT IDLE
103633,L,BAFFLE TIE ROD,BROKEN,,
103634,,PUSH ROD TUBE ADEL CLAMP,WORN,[3],RUBBER
103635,,INTAKE GASKET,LEAKING,[3],
103636,,ROCKER COVER GASKET,LEAKING,[4],
103637,,,ROUGH,,MAG & NOT W/IN TOLERANCE
103638,,,NEED,,START ASSIST
103639,,,NEED,,START ASSIST
103640,,INTAKE GASKET,LEAKING,[4],
103651,R,INTAKE GASKET,LEAKING,[3],
103652,R,BAFFLE SEAL,HOLE,[3],
103653,,BAFFLE SCREW,LOOSE,[3],
103654,L,,LEAKING,"[2, 3]",
103655,L,BAFFLE SEAL,LOOSE,[4],
103658,,ROCKER COVER GASKET,LEAKING,[2],
103659,,INTAKE GASKET,LEAKING,[3],
103660,,BAFFLE,CRACK,[2],
103671,L,INTAKE GASKETS,LEAKING,"[2, 3, 4]",
103672,R,ROCKER COVER GASKET,LEAKING,[1],
103673,L,ROCKER COVER GASKET,LEAKING,[3],
103674,R,INTAKE GASKETS,LEAKING,"[3, 4]",
103675,,,LEAKING,[2],
103676,,,MISSING,[4],SCREW
103677,R,INTAKE TUBE GASKET,LEAKING,[3],
103678,L,INTAKE TUBE GASKETS,LEAKING,"[2, 3, 4]",
103679,L,ROCKER BOX COVER GASKETS,LEAKING,"[1, 2, 3, 4]",
103680,,ROCKER BOX COVER GASKET,LEAKING,[3],
103691,L,INTAKE GASKET,LEAKING,[4],
103692,,INTAKE GASKET,LEAKING,[4],
103693,,BAFFLE PLUGS,NEED,,TO BE REPLACED
103694,,CYLINDER,COMPRESSION,[4],LOW
103695,,BAFFLE CONNECT WIRE,INSTALLED,"[2, 4]",BELOW INTERCYLINDER BAFFL
103696,,CYLINDER,COMPRESSION,[4],LOW
103697,,CYLINDER,COMPRESSION,[4],LOW
103698,,CYLINDER,COMPRESSION,[4],LOW
103699,,CYLINDER,COMPRESSION,[4],LOW
103700,,INTAKE GASKET,LEAKING,[3],
103711,R,ENGINE BAFFLE,MISSING,,
103712,,,NEED,"[1, 2, 3, 4]",REPLACED
103713,R,ROCKER COVER,MISSING,[1],
103714,,ROCKER COVER GASKET,LEAKING,[4],
103715,,INTAKE GASKET,LEAKING,[2],
103716,,ROCKER COVER GASKET,LEAKING,[3],
103717,L,INTAKE GASKET,LEAKING,[3],
103718,R,ROCKER COVER,IS LEAKING,[4],
103719,L,ROCKER COVER GASKETS,LEAKING,"[3, 4]",
103720,L,BAFFLE TIE ROD,IS RUBBING,[2],
103731,R,,LEAK,"[2, 4]",SLIGHT
103732,,ROCKER COVER GASKET,LEAKING,[2],
103733,,INTAKE GASKET,LEAKING,[4],
103734,L,FIRE SEAL,LOOSE,,
103735,R,INTAKE SCREEN,LOOSE,,
103736,,FIRST STAGE COMPRESSOR BLADE,DAMAGE,,NEAR TIP
103737,R,BAFFLE SUPPORT BRACKET,SHEARED,,RIVETS ARE
103738,R,INTAKE TUBE GASKET,LEAKING,[3],
103739,R,ROCKER BOX COVER GASKET,LEAKING,"[2, 3]",
103740,L,INTAKE TUBE GASKETS,LEAKING,"[2, 4]",
103751,,,LEAKING,"[3, 4]",
103752,R,EXHAUST VALVE,LEAKING,[3],
103753,R,BAFFLE SEAL,COMING,[4],LOOSE
103754,R,BAFFLE,CRACKED,[3],
103755,R,EXHAUST VALVE,LEAKING,[3],
103756,R,EXHAUST VALVE,LEAKING,[3],
103757,R,EXHAUST VALVE,LEAKING,[3],
103758,L,BAFFLE SEAL,LOOSE,,
103759,,INTAKE GASKET,LEAKING,[4],
103760,L,ENGINE BAFFLE,CRACKED,,
103771,R,INTAKE,LEAKING,,
103772,,GASKET,LEAKING,[2],
103773,,ENG BAFFLE PLUGS,WORN,,
103774,,BOLT,LEAK,,
103775,,ENGINE,FOD,,
103776,,OIL COOLER BOLT,BACKED_OFF,,
103777,,GASKET,LEAKING,"[4, 1]",
103778,,ROCKER COVER GASKET,LEAKING,[2],
103779,,BAFFLE,CRACKS,[1],
103780,R,BAFFLE SUPPORT BRACKET,LOOSE,,
103791,,,,,
103792,R,INTAKE GASKETS,LEAKING,"[2, 3]",
103793,,CYLINDER ROCKER COVERS,LEAKING,"[2, 3]",
103794,R,INTAKE GASKET,LEAKING,[3],
103795,,VALVE COVERS,LOOSE,,
103796,,BAFFLE BUTTON,WORN,[1],
103797,,INTAKE GASKET,LEAKING,[2],
103798,,ROCKER COVER,LEAKING,[4],
103799,,BAFFLE SEAL,WORN,,"FWD, BY AIR FILTER"
103800,L,REAR ENGINE BAFFLE,CRACKED,,
103811,R,ROCKER BOX COVER GASKET,LEAKING,[1],
103812,R,,COMPRESSION,[2],15/80 (EXHAUST LEAK)
103813,R,,COMPRESSION,[2],15/80 (EXHAUST LEAK)
103814,,,LEAKING,[4],INTAKE
103815,,INTAKE GASKET,LEAKING,[4],
103816,,ENGINE BAFFLE,MISSING,[4],SCREW ON AFT
103817,L,,NEED,,"START ASSTI, WOULD NOT START"
103818,L,INTAKE GASKETS,LEAKING,"[2, 3, 4]",
103819,L,VALVE COVER GASKET,LEAKING,[3],
103820,R,VALVE COVER GASKETS,LEAKING,"[1, 2, 3]",
103831,L,BAFFLING,CRACK,[3],
103832,L,BAFFLE SEAL,PULLED,[4],RIVET
103833,,SCREW,MISSING,[3],
103834,L,BAFFLE PLUG,NEED,,REPLACED
103835,L,INTAKE GASKETS,LEAKING,"[2, 3]",
103836,R,INTAKE GASKET,LEAKING,[2],
103837,L,CARB AIR BOX,LOOSE,,RIVETS NOTED
103838,,BAFFLING,CRACKED,[1],BY ALTERNATOR BELT
103839,,OIL COOLER SUPPORT BRACKET,CRACKED,[4],
103840,R,INTAKE,LEAKING,[2],
103851,,BAFFLE SEAL,LOOSE,[1],
103852,,BAFFLE PLUG,WORN,[1],
103853,R,BAFFLE PLUG,MISSING,,
103854,R,BAFFLE PLUG,MISSING,,
103855,R,BAFFLE,CRACK,,
103856,R,ENGINE BAFFLE,CRACK,,
103857,R,ENGINE BAFFLE SEAL,NEED,,TO BE RESECURED
103858,L,BAFFLE SEAL,PULLED,[2],HAS STAPLE
103859,,,QUIT,,ENGINE DURING FLARE PHASE OF LANDING
103860,,,QUIT,,ENGINE DURING FLARE PHASE OF LANDING
103871,L,BAFFLE,CRACKED,[],
103872,L,FLANGE,WORN,[4],
103873,R,BAFFLE,CRACKED,[4],
103874,R,GASKET,LEAKING,[4],
103875,L,TUBE,NEED,[4],
103876,,,LEAKING,[2],
103877,,BAFFLE,CRACKED,[4],
103878,,GASKET,LEAKING,[2],
103879,,SCREWS,LOOSE,"[1, 3, 4]",
103880,,COVER,LEAKING,[2],
103891,R,ROCKER COVER,LEAKING,[],
103892,R,INTAKES,LEAKING,"[2, 3]",
103893,L,ROCKER COVERS,LEAKING,"[3, 4]",
103894,R,BAFFLE SEAL,LOOSE,"[2, 4]",
103895,R,CRANKCASE LIFTING EYEBOLT,LEAKING,[],
103896,,ROCKER COVER GASKETS,LEAKING,"[2, 3, 4]",
103897,,BAFFLE,BENT,[1],
103898,,BAFFLE,BENT,[1],
103899,,,LOOSE,[],
103900,,INTAKE GASKETS,LEAKING,"[2, 4]",
103911,R,INTAKE GASKET,LEAKING,[3],
103912,,,VIBRATION,,EXCESSIVE
103913,,INTAKE GASKETS,LEAKING,"[2, 4]",
103914,,INTAKE GASKET,LEAKING,[3],
103915,,ROCKER COVER GASKETS,LEAKING,"[1, 2, 4]",
103916,,BAFFLE SEAL,PULLED,[1],RIVET THROUGH
103917,,ROCKER COVER GASKETS,LEAKING,"[2, 3, 4]",
103918,L,INTAKE,LEAKING,[4],
103919,R,ROCKER COVER,LEAKING,[3],
103920,,BAFFLING,CRACK,[3],
103931,L,ENG INTAKE SCREEN,WORN,,
103932,L,ENG INTAKE SCREEN,WORN,,
103933,,INDUCTION TUBE GASKET,LEAKING,[2],
103934,,INTAKE GASKET,LEAKING,[1],
103935,,,ROUGHNESS,,EXPERIENCED ENGINE MOMENTARY POWER HESITATION
103936,,,ROUGHNESS,,EXPERIENCED ENGINE MOMENTARY POWER HESITATION
103937,R,INTAKE,LEAKING,[2],
103938,R,ROCKER COVER,LEAKING,[1],
103939,,INTAKE GASKET,LEAKING,[2],
103940,L,INTAKE GASKETS,LEAKING,"[2, 4]",
103951,R,,COMPRESSION,[3],LOW 20/80
103952,R,,COMPRESSION,[3],LOW 20/80
103953,,ROCKER COVER,MISSING,[3],
103954,R,BAFFLE SCREW,MISSING,,
103955,,ROCKER COVER GASKETS,LEAKING,"[1, 2, 3]",
103956,,INTAKE GASKET,LEAKING,[4],
103957,,,QUIT,,
103958,,ENGINE BAFFLE,CRACKED,,ABOVE #4 CYL
103959,R,,FAILED,[1],
103960,R,,FAILED,[1],
103971,R,ROCKER GASKETS,LEAKING,"[2, 4]",
103972,R,INTAKE GASKETS,LEAKING,"[3, 4]",
103973,,BAFFLING,CRACK,[2],
103974,L,C CLIP,HAD,,
103975,R,BAFFLE SEALS,TORN,"[3, 4]",
103976,L,C CLIP,HAD,,
103977,L,C CLIP,HAD,,
103978,L,C CLIP,HAD,,
103979,L,C CLIP,HAD,,
103980,L,C CLIP,HAD,,
103991,,INTAKE GASKETS,LEAKING,"[1, 3]",
103992,,ROCKER COVER GASKET,LEAKING,[2],
103993,L,BAFFLING CONNECTING ROD,BROKEN,,
103994,L,,WILL NOT START,,
103995,,COWLING SEAL,WEARING,,
103996,,ROCKER GASKET,LEAKING,[3],
103997,,INTAKE GASKETS,LEAKING,"[1, 2, 3, 4]",
103998,,ROCKER COVER GASKETS,LEAKING,"[1, 2, 4]",
103999,,ROCKER COVER,LEAKING,[4],
104000,,INTAKE GASKET,LEAKING,[4],
104011,,INTAKE GASKET,LEAKING,[4],
104012,,ROCKER COVER GASKET,LEAKING,[4],
104013,,INTAKE GASKETS,LEAKING,"[2, 3, 4]",
104014,L,ENGINE BAFFLE,CRACKED,,
104015,,ROCKER COVER GASKETS,LEAKING,"[2, 3]",
104016,,INTAKE GASKET,LEAKING,[4],
104017,,ROCKER GASKETS,LEAKING,"[3, 4]",
104018,,BAFFLING,CRACK,[1],
104019,L,BAFFLE PLUG,BROKEN,,
104020,R,INTAKE,LEAKING,[2],
104031,,BAFFLE,CRACKED,,
104032,R,GASKET,LEAKING,[2],
104033,,BAFFLE,CRACKED,,
104034,R,BAFFLE,TORN,[3],
104035,L,OIL COOLER,NEED,,
104036,L,BAFFLE,CRACK,[4],SMALL
104037,,COVER,INSTALLED,,
104038,R,BAFFLE,CRACKED,,
104039,,GASKET,LEAKING,[3],
104040,,GASKET,LEAKING,[2],
104051,L,ROCKER COVER GASKETS,LEAKING,"[3, 2, 4]",
